,Coef
PCA_feature_3,0.5999119559964274
PCA_feature_11,-0.8986033806326374
PCA_feature_13,-0.8940046863971234
PCA_feature_14,-1.1760703730556563
PCA_feature_17,0.7109084579750554
PCA_feature_24,-1.555443427517544
PCA_feature_29,-1.1860727338886081
PCA_feature_33,-0.9567264367429497
PCA_feature_53,-1.8676651598692557
PCA_feature_60,-2.103572582591521
PCA_feature_127,4.2524740198395444e-15
PCA_feature_129,6.191850948920948e-15
PCA_feature_135,2.0504396344792843e-15
PCA_feature_142,4.7163802026666554e-15
PCA_feature_146,3.498074555661173e-15
PCA_feature_160,-6.634044692653596e-15
PCA_feature_162,1.6952811660711418e-14
PCA_feature_167,-2.7985475268068845e-15
