,label,PCA_feature_2,PCA_feature_3,PCA_feature_11,PCA_feature_13,PCA_feature_16,PCA_feature_26,PCA_feature_131,PCA_feature_135,PCA_feature_137,PCA_feature_142,PCA_feature_147,PCA_feature_153
21,0.0,-2.0212811561652995,-20.241511508770518,9.422584925536444,4.662570324989371,-3.6301341375397937,-0.8534278550562355,2.2165429214293653e-15,-3.039235529911366e-15,-2.0261570199409107e-15,5.316927453868914e-16,4.2674197509029455e-16,-1.6219664500383146e-16
22,1.0,-6.920048039073335,5.583871872200099,-2.912769425509732,-0.8067049526157917,-1.2207871780135324,-1.1751220000805946,-1.0772632785815972e-15,3.3029134982598407e-15,-2.498001805406602e-16,1.7032816129747275e-16,-2.42861286636753e-16,-2.0903417885520525e-16
22,0.0,38.77228298568942,20.104399981860666,-4.207612884626418,-2.5327208627265545,-10.42482281113835,5.942434009740258,3.1051550219984847e-15,-1.734723475976807e-16,-2.2690183065776637e-15,1.5265566588595902e-15,-1.9914625504213745e-15,1.0512424264419451e-15
23,0.0,-9.38704529755161,-3.7375628775407925,-6.109493339206434,-4.254628464364452,1.111062319210179,-0.5216711412832021,7.945033519973776e-16,2.3592239273284576e-16,2.0122792321330962e-16,-8.673617379884035e-18,3.7470027081099033e-16,-1.942890293094024e-16
24,0.0,13.35050846542612,-17.846499278551256,-1.665096990450639,-1.8202631209142588,0.33770511735509323,0.04927007764455747,1.0755285551056204e-15,-2.914335439641036e-16,-4.274358644806853e-15,2.0348306373207947e-15,-6.591949208711867e-16,-4.163336342344337e-17
25,1.0,3.5133242355046117,24.361165098354093,-2.1187278281392703,-0.873393517070122,2.1921828666819057,-0.2160049940356123,-4.85722573273506e-17,9.71445146547012e-17,-2.3626933742804113e-15,-4.996003610813204e-16,-4.961309141293668e-16,2.3592239273284576e-16
26,0.0,64.97044058738595,-11.41705313198809,-4.603426610423844,9.55725905724661,0.21044720532659328,-0.4146337741602001,7.452372052796363e-15,3.7470027081099033e-16,-2.733924198139448e-15,-8.326672684688674e-17,-2.0816681711721685e-17,1.3513495877859327e-15
27,1.0,-18.680205693427027,-9.851215768784234,0.6759000250996906,-1.2295248159372438,3.8570459734439626,0.031163008972822398,1.932481952238163e-15,-4.163336342344337e-17,4.579669976578771e-16,9.853229343548264e-16,-1.3877787807814457e-15,-3.885780586188048e-16
28,1.0,-12.044361149398775,-8.289956994820555,3.22288738538409,1.1527228974873869,0.03994947728853321,0.800832163197187,1.955927824218162e-15,1.249000902703301e-16,1.3600232051658168e-15,7.632783294297951e-17,-2.0816681711721685e-16,-5.238864897449957e-16
28,0.0,-0.9944675376213288,-8.591042365471553,-2.889355718171636,-4.645319933991327,-3.3966866901627193,3.2665812930685245,6.158268339717665e-16,-2.914335439641036e-15,4.163336342344337e-16,-8.023096076392733e-16,3.230055112268815e-15,1.4224732503009818e-16
29,0.0,-3.3991723884017873,-20.346723312545375,4.921409253032493,1.9591950024756186,-1.5591364688234473,1.3268441257057,-9.43689570931383e-16,-6.938893903907228e-17,8.326672684688674e-17,3.0531133177191805e-16,-1.3877787807814457e-16,1.1102230246251565e-16
30,0.0,15.785779231303433,-17.730683639803377,3.4356303135567705,0.2369157143926365,-0.8354630887481642,-0.6380281284318625,1.994931997373328e-15,-2.789435349370706e-15,-5.35682609381638e-15,1.8648277366750676e-16,8.049116928532385e-16,-5.412337245047638e-16
31,0.0,3.9251032763802147,-11.600185746176146,11.667186900283962,3.5708449194336582,-6.988865998670815,-1.0495660919247805,1.6653345369377348e-16,2.3592239273284576e-16,-2.52510685971874e-15,2.3592239273284576e-16,4.822531263215524e-16,2.42861286636753e-16
31,1.0,0.9035615584826671,28.400592042314344,10.523051812429443,2.2094236745184035,2.170643520049795,0.02100019199486175,1.096345236817342e-15,1.1726730697603216e-15,1.3600232051658168e-15,-1.0685896612017132e-15,-4.163336342344337e-17,5.412337245047638e-16
32,1.0,1.1655364143257847,9.041232632746945,-4.317953944224562,-0.0437332115088806,4.567299323617311,-0.9476329513762252,3.2959746043559335e-16,-1.124100812432971e-15,-1.7763568394002505e-15,-4.163336342344337e-16,-3.608224830031759e-16,-5.134781488891349e-16
32,0.0,-10.492304349586895,4.409790772587039,1.4407661400183343,0.047755547976092994,-3.789446649628686,-1.8827271504042353,-4.909267437014364e-16,8.534839501805891e-16,2.921274333544943e-15,-4.163336342344337e-16,-8.881784197001252e-16,-4.163336342344337e-16
33,0.0,26.07352020019894,-15.87009947503762,0.5591902856947444,-2.3568968400926282,-0.43679781879166457,-1.2968760181156844,5.7783638984787444e-15,-9.020562075079397e-16,-4.3576253716537394e-15,3.8380756905986857e-16,-2.7755575615628914e-16,-5.919743861770854e-16
34,1.0,-12.376916915080606,-6.457842165809492,0.3786153697061766,-0.39697978168157,0.9327579285136135,-1.8464052602168959,-2.9349352809182605e-16,2.0816681711721685e-16,1.0269562977782698e-15,2.8449465006019636e-16,-5.169475958410885e-16,2.0990154059319366e-16
35,1.0,-10.813422707561134,2.2328647999089735,-6.055533065404568,1.9818464272764078,-1.1227549911808397,2.3233510754725355,-1.1535911115245767e-16,2.498001805406602e-16,1.85268467234323e-15,3.608224830031759e-16,-5.48172618408671e-16,-7.042977312465837e-16
35,0.0,1.3233569149914448,-10.851696002769343,3.402780841041685,0.4979268243345434,-4.138533198529207,4.862899226416761,1.2177758801357186e-15,4.0245584642661925e-16,-1.7763568394002505e-15,-9.367506770274758e-17,9.71445146547012e-16,2.2811613709095013e-16
36,1.0,-9.99525777210552,0.8500235896777295,-2.324823305405968,3.6476351521104204,0.6379597511015342,0.9180828159566243,-1.0195837230053684e-15,-2.7755575615628914e-17,2.345346139520643e-15,-7.142723912334503e-16,-5.551115123125783e-17,1.8735013540549517e-16
36,0.0,17.363275933108795,-8.787468534058771,-4.67181300384086,-4.592009668237636,-4.528260681616386,0.579103060137195,4.062288699868688e-15,-4.163336342344337e-16,-2.095545958979983e-15,2.896988204881268e-16,-1.5386997231914279e-15,-5.672545766444159e-16
37,0.0,24.087969788614288,-26.344194859298504,0.8416446030533562,-1.2651104317571429,2.3583082285425334,-1.4278593232240469,2.5777990853015353e-15,-1.1015494072452725e-15,-6.522560269672795e-15,1.9532986339498848e-15,6.800116025829084e-16,2.8449465006019636e-16
37,1.0,-12.578771452030967,10.104147205694346,-9.131132846659357,4.352156323743831,-1.4188666498989075,0.7036401756942543,-1.457167719820518e-16,2.914335439641036e-16,4.343747583845925e-15,-1.2455314557513475e-15,2.220446049250313e-16,-2.636779683484747e-16
38,0.0,29.83539357930769,-15.532180223345668,0.12260448734479679,-0.9510497971033769,-4.166597189866385,-1.1719081758607377,5.2388648974499574e-15,-3.2612801348363973e-16,-5.754077769815069e-15,1.1310397063368782e-15,-1.3877787807814457e-16,-1.0547118733938987e-15
39,0.0,-2.6894821423347945,-13.790424337362024,0.17358559241832378,1.102050045163003,-1.1564194494706141,-1.6324649353933363,-1.3010426069826053e-15,-2.42861286636753e-15,-2.1996293675385914e-15,-2.419939248987646e-16,-5.412337245047638e-16,-5.898059818321144e-16
39,1.0,-8.880551221396756,4.88467343590033,-3.1397154144300643,1.6211455261320944,-2.557436739446117,-1.7657499144260567,-9.315465065995454e-16,1.0408340855860843e-15,1.4710455076283324e-15,3.7383290907300193e-16,-2.220446049250313e-16,-6.366435156834882e-16
40,0.0,7.357353203082241,-15.038301473938585,-2.7045750196343956,-5.807154247022389,1.1822152660206755,0.5610728826882533,8.968520370800093e-16,-1.8041124150158794e-15,-2.4702462297909733e-15,9.43689570931383e-16,1.6167622796103842e-15,2.949029909160572e-16
40,1.0,-4.473238810023723,5.0187940603001575,-4.578652545531947,3.445962382414713,0.9326462535137263,0.4697612082869086,-1.887379141862766e-15,-4.85722573273506e-16,-4.163336342344337e-16,1.582067810090848e-15,-6.245004513516506e-16,-1.3322676295501878e-15
42,0.0,-6.2976572571701475,0.031002139493060632,-0.09327439257783432,5.573443877255739,-0.1822738190709237,-0.0014721313794410287,-3.469446951953614e-15,-2.0816681711721685e-16,4.440892098500626e-16,-9.71445146547012e-17,1.3114509478384662e-15,-1.4328815911568427e-15
42,1.0,-5.074608954058073,7.164108531674248,-5.326851263216093,2.8239672005027496,-0.6485196744991435,-2.0585210885603025,-5.117434254131581e-16,-1.9081958235744878e-16,1.7618285302889447e-16,5.273559366969494e-16,-4.85722573273506e-16,-9.645062526431047e-16
43,1.0,-18.677265745894125,17.981707542649684,8.635893189247756,3.369644329500297,-4.881055918375445,0.9126094362296602,1.960237527853792e-16,3.649858193455202e-15,4.052314039881821e-15,3.903127820947816e-16,-2.851885394505871e-15,-3.1051550219984847e-16
43,0.0,-5.861972935938791,-16.637853520610708,8.56837526391913,6.116089385705972,-0.2944258719119025,1.7856189506574949,-3.434752482434078e-16,1.5959455978986625e-16,-9.853229343548264e-16,6.522560269672795e-16,-1.3739009929736312e-15,-5.637851296924623e-17
44,1.0,-15.570357010648454,-6.034961255859477,0.2622065262785851,-3.1145849866634583,2.7878297920864377,1.1506172738903595,-7.4593109467002705e-16,4.3021142204224816e-16,3.469446951953614e-16,-4.2674197509029455e-16,-7.7021722333370235e-16,1.97758476261356e-16
45,1.0,-12.85136485946597,13.371016365950656,-4.622999322677256,0.2613358983060755,-1.0268272384798953,-1.4851480693624972,-1.8041124150158794e-15,1.3877787807814457e-17,6.25888230132432e-15,-2.914335439641036e-16,3.0531133177191805e-16,-6.938893903907228e-16
45,0.0,52.81283120868066,-19.985448932288158,0.18618168685368608,5.412342999536184,-2.0422070157992827,-1.8107131533578524,9.799452915792983e-15,-8.049116928532385e-16,-2.7200464103316335e-15,3.7643499428696714e-16,-1.0061396160665481e-15,-4.603522424373452e-16
46,0.0,-5.8452643853120465,-13.195662800614468,7.918598491857007,-0.5099035648235334,-0.8165806318118599,-1.5841134589083208,-3.8510861166685117e-16,1.061650767297806e-15,-1.942890293094024e-15,4.163336342344337e-17,-4.579669976578771e-16,-1.7694179454963432e-16
46,1.0,-14.744045143883492,-1.3274422276653124,-2.8179521550835767,0.5548478647869766,0.6160721545933603,1.2902308008883367,-5.950101522600448e-16,-6.938893903907228e-16,2.7408630920433552e-15,6.938893903907228e-17,3.7816971776294395e-16,5.204170427930421e-16
47,1.0,-14.385339266567513,6.039110676133834,-3.0110492359810275,1.5979797518947878,-2.3427424489362867,-1.6459345740203601,-9.71445146547012e-16,-1.887379141862766e-15,3.191891195797325e-15,1.304512053934559e-15,-1.609823385706477e-15,-5.273559366969494e-16
48,1.0,-10.941318900021585,-8.74863652418431,-1.9451639405342753,1.7630293437228675,-1.048114331193406,0.13676569563443042,0.0,-9.71445146547012e-17,-1.3877787807814457e-17,6.38378239159465e-16,-1.6653345369377348e-15,-6.245004513516506e-16
48,0.0,19.60872132421129,-8.220424200669882,-3.9398424603433932,-6.701750995159962,-3.3150453119715526,2.828644088050595,1.6583956430338276e-15,-5.551115123125783e-16,-3.3306690738754696e-15,-5.100087019371813e-16,6.245004513516506e-16,1.1310397063368782e-15
49,1.0,-16.910738715517844,-4.996571986639237,-7.713225715075502,1.4650031025076407,2.4477602536895176,0.7608059649599554,-3.3306690738754696e-15,-7.771561172376096e-16,1.915134717478395e-15,8.187894806610529e-16,-5.828670879282072e-16,8.049116928532385e-16
49,0.0,9.983515556029968,26.684518191388186,6.736797106665048,-1.4648477505802333,-1.7296477368537344,1.918704500705759,4.2461693883222296e-15,4.3021142204224816e-16,2.636779683484747e-16,-6.661338147750939e-16,-2.858824288409778e-15,-5.4860629927766524e-17
51,1.0,-9.77655115848003,0.6846072129129537,1.3086567313656485,3.546217517650655,-0.7074011475039378,-0.8621647428961222,-1.970645868709653e-15,-8.534839501805891e-16,1.3877787807814457e-17,3.885780586188048e-16,-1.0408340855860843e-15,-1.304512053934559e-15
51,0.0,0.5414918097337067,-14.526775968102797,14.862524463734083,6.803722102213131,2.2335899294170813,2.9435246006814477,8.482797797526587e-16,5.943054208479293e-16,-4.385380947269368e-15,9.71445146547012e-16,2.636779683484747e-16,6.418476861114186e-17
52,1.0,-11.188424733062947,9.502110793336595,0.015274500364117483,3.9639195955036777,-0.6133222968229924,0.45234354908839564,9.063930161978817e-17,2.55351295663786e-15,2.5118795932144167e-15,3.3133218391157016e-16,-1.627170620466245e-15,-3.5258254649228604e-16
52,0.0,-0.4791199008245486,-16.89147853476024,5.721319594916945,6.27496757975297,0.6072429786777299,-0.17147546388093698,1.9914625504213745e-15,-6.245004513516506e-16,1.0824674490095276e-15,-6.938893903907228e-17,-5.828670879282072e-16,6.106226635438361e-16
53,0.0,7.518531043951261,-15.568637986050824,-0.1691556268430252,-2.4888751108454237,3.4338274529667063,1.6542089219769647,-4.718447854656915e-16,-4.052314039881821e-15,-5.245803791353865e-15,-8.881784197001252e-16,1.304512053934559e-15,-1.708702623837155e-16
53,1.0,15.674858990925745,0.08686683499913765,-8.320970571898451,-0.8830032691581425,0.21967275076844084,0.3225673450801786,-6.245004513516506e-16,-1.1796119636642288e-15,4.385380947269368e-15,-9.259953914764196e-15,6.675215935558754e-15,-8.959846753420209e-15
54,0.0,-3.3994498857433477,-1.638889279750155,-1.7442738919222545,1.3262057252983657,-1.8135551927561064,0.6830073143431468,-1.0096090630185017e-15,-4.85722573273506e-16,-2.0816681711721685e-16,4.527628272299467e-16,-2.3592239273284576e-16,3.920475055707584e-16
54,1.0,-9.492545811924455,0.04863408711700934,-1.486386810667443,0.7375632832149465,-0.1790496428201515,-2.584025754775965,6.938893903907228e-16,4.996003610813204e-16,1.8041124150158794e-15,-2.282896094385478e-15,-5.828670879282072e-16,-2.2100377083944522e-15
55,0.0,-6.5116065861380745,-13.191058714205047,-2.7309912608562357,-1.0655294247931457,-1.6404073156465522,-0.4256493192414883,-5.030698080332741e-16,-2.0816681711721685e-16,1.4988010832439613e-15,1.250735626179278e-15,3.95516952522712e-16,9.575673587391975e-16
56,0.0,0.4918186595035684,0.3049076012266333,-2.3877957533525977,-5.436790525526028,1.097009147036147,-1.162539078687728,1.0668549377257364e-15,-5.689893001203927e-16,-1.4988010832439613e-15,1.457167719820518e-16,7.667477763817487e-16,-1.5612511283791264e-16
57,1.0,-3.5864484538232144,6.687300150192008,-3.439082461045768,1.1593108931665612,-1.9670034439506936,-5.028624159791112,-2.0122792321330962e-16,2.706168622523819e-16,4.163336342344337e-16,-1.8318679906315083e-15,-2.636779683484747e-16,-4.3021142204224816e-16
58,0.0,-15.627892989848231,-0.20710290718358837,-3.8617543905959195,-4.566131726537052,8.85791875024824,2.5448996069474568,-8.81239525796218e-16,-8.743006318923108e-16,3.1086244689504383e-15,4.551914400963142e-15,-3.885780586188048e-16,8.604228440844963e-16
59,1.0,3.996167916164095,17.830552447771655,7.274119631133951,-0.15693047930885268,4.185133168870535,-2.5902825006437107,5.048045315092509e-16,1.3183898417423734e-16,-1.0547118733938987e-15,-1.6922227508153753e-15,-5.828670879282072e-16,6.390721285498557e-15
60,0.0,-3.1506412431200763,-4.136049388344492,10.482212709486596,-1.1238706492625266,2.1450129701474387,4.683717464902338,4.2674197509029455e-16,1.0755285551056204e-15,-5.84601811404184e-16,-7.771561172376096e-16,7.355227538141662e-16,1.5890067039947553e-15
60,1.0,-0.21804938816858532,9.087650474896527,0.6844596649862802,-2.1067971907660117,1.1398066705646153,-0.0163808545640539,3.734859643778066e-15,2.192690473634684e-15,2.914335439641036e-16,-4.0245584642661925e-16,-1.214306433183765e-16,2.0261570199409107e-15
61,1.0,-12.943286412548721,-6.039964865459525,2.1688109041736685,2.4209664411892877,3.77702689482871,1.179304749093069,-4.260047176130044e-15,-3.0878077872387166e-16,1.3877787807814457e-17,-1.2160411566597418e-15,-2.0816681711721685e-16,-5.100087019371813e-16
62,0.0,-1.7506158395711497,4.244169032762025,-1.8832215062591346,2.957835837559097,-2.0849774427659504,2.4515323226081747,5.759281940243e-16,8.743006318923108e-16,-1.5404344466674047e-15,1.6080886622305002e-15,-7.91033905045424e-16,6.522560269672795e-16
63,0.0,0.49243028081340245,-15.807305368406066,-0.7858518120398975,-5.636520659774791,0.2105766839461089,-2.178894862010091,8.673617379884035e-16,-5.828670879282072e-16,-2.123301534595612e-15,2.1510571102112408e-16,7.008282842946301e-16,6.245004513516506e-16
64,0.0,10.306393741948089,50.730299442391434,9.731284621764715,-3.2654526455377755,-8.02845642179734,2.3261653972875154,2.040034807748725e-15,3.594347042223944e-15,8.213915658750182e-15,-5.530298441414061e-15,-1.8283985436795547e-15,-2.3852447794681098e-15
66,0.0,-4.835382084201176,-10.17311709743654,0.37417826338905524,-2.7902314409664486,-2.422123944894518,-0.291844084423933,9.645062526431047e-16,-1.0894063429134349e-15,2.7755575615628914e-17,1.4155343563970746e-15,-7.494005416219807e-16,1.5959455978986625e-16
68,0.0,22.39610709820968,20.787841023947927,-1.238892812888198,-0.016614237079288996,0.7043434524876947,0.60394290484329,-1.9220736113823023e-15,-8.049116928532385e-16,-5.315192730392937e-15,-6.938893903907228e-16,7.91033905045424e-16,2.636779683484747e-16
69,0.0,-0.879317274220121,-9.261072022866157,-1.2577968104923665,-2.3263312175617226,-0.48346107050158077,3.206437474500436,-8.309325449928906e-16,-2.239528007486058e-15,-2.0816681711721685e-15,6.83481049534862e-16,6.38378239159465e-16,5.303917027799088e-16
71,0.0,-2.76517290386023,-13.622287446680545,4.897314659792815,1.9360993070250618,6.412998110357321,3.315395678357276,-4.510281037539698e-16,-2.0886070650760757e-15,-2.0409021694867135e-15,3.1138286393783687e-15,1.4849232954361469e-15,1.186550857568136e-15
74,0.0,-11.525470224880525,-15.930134250281677,2.1255638340171403,1.2705123849243845,-1.0976436594905656,2.806534560981878,-6.765421556309548e-16,-2.0122792321330962e-15,2.220446049250313e-16,6.800116025829084e-16,1.2490009027033011e-15,1.6930901125533637e-15
75,0.0,-3.2544754373856026,-5.836094526563573,-1.8431987972981156,-0.20095944899833112,-0.4769275624869451,-0.8193940096797572,7.945033519973776e-16,1.1102230246251565e-16,-1.0130785099704553e-15,9.992007221626409e-16,-4.683753385137379e-16,-1.8908485888147197e-16
76,0.0,18.502438731393546,-15.095582545983069,-1.865338240178232,-7.312255805769037,0.6805207020425342,-1.9783240613357207,3.608224830031759e-15,-1.753805434212552e-15,-2.7408630920433552e-15,-1.7008963681952594e-15,1.8596235662471372e-15,3.191891195797325e-16
77,0.0,20.330456184839257,-10.89081249876573,-0.30249698988812723,-0.6596746690828209,-0.7896038792611568,-0.5879047983137081,1.3877787807814457e-17,-1.9984014443252818e-15,-7.105427357601002e-15,2.2551405187698492e-15,-1.1397133237167623e-15,9.055256544598933e-16
79,0.0,41.683598703774,7.965691953481606,-0.6647620691487947,-5.39973054401068,-11.172043666283507,0.8341313686880474,5.620504062164855e-15,2.4147350785597155e-15,-1.2490009027033011e-15,1.5178830414797062e-15,-2.5673907444456745e-15,-1.6705387073656652e-15
80,0.0,12.240849766487429,16.652364028249757,-4.798392945604949,1.4443142722532365,1.2002189321637005,-0.029532529375223264,-3.9343528435153985e-15,1.8596235662471372e-15,-2.2898349882893854e-15,3.3306690738754696e-16,2.632442874794805e-16,1.4502288259166107e-15
81,0.0,-6.775348816255807,-9.386956013790094,5.479648114616198,0.33429569011234184,1.0747066091788924,1.4604265506263494,1.1796119636642288e-15,-4.85722573273506e-16,6.106226635438361e-16,-3.3306690738754696e-16,9.575673587391975e-16,1.6653345369377348e-16
82,0.0,25.87191382709016,6.597452412396449,-10.988359144859947,-3.528358314780756,0.5163010179056511,2.8357407674457042,-1.5265566588595902e-15,0.0,-3.0531133177191805e-15,-1.27675647831893e-15,2.0539125955565396e-15,-8.239936510889834e-18
