,Coef
PCA_feature_2,-1.2180114861878262
PCA_feature_3,-0.17151513615720587
PCA_feature_9,0.5635246278007459
PCA_feature_13,-2.839038506504067
PCA_feature_14,-2.734451586677003
PCA_feature_129,-506848066873013.06
PCA_feature_136,-428239574291278.25
PCA_feature_137,3044523895268807.5
PCA_feature_138,-2560366275248702.0
PCA_feature_142,566024835824181.2
PCA_feature_146,-2086053446580243.2
PCA_feature_147,2517485321958607.5
PCA_feature_148,-3936611574885717.0
PCA_feature_149,-2633428264737471.0
PCA_feature_150,-1.2795272449671314e+16
PCA_feature_161,4625563640229135.0
PCA_feature_163,-2787987082154576.5
PCA_feature_164,-407243610400254.3
PCA_feature_165,-657877575472382.0
PCA_feature_167,-1324667651793415.5
