,Coef
PCA_feature_3,0.1526183377830196
PCA_feature_10,-0.27304852155065484
PCA_feature_11,0.2765442481006458
PCA_feature_15,-0.2186314200462256
PCA_feature_19,0.28077807199467997
PCA_feature_22,0.31332214601179864
PCA_feature_23,0.25493526843673936
PCA_feature_27,0.31846060904614093
PCA_feature_30,-0.30887574941346074
PCA_feature_37,0.37448178981786134
PCA_feature_54,-0.5410388243648615
PCA_feature_59,-0.9725285182960698
PCA_feature_129,0.0
PCA_feature_131,0.0
PCA_feature_138,0.0
PCA_feature_140,0.0
PCA_feature_154,0.0
PCA_feature_157,0.0
PCA_feature_161,0.0
