,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9156
balance_train_Cutoff,0.5674
balance_train_Acc,0.9405
balance_train_MCC,0.8812
balance_train_Sen,0.9524
balance_train_Spe,0.9286
balance_train_PPV,0.9302
balance_train_NPV,0.9512
balance_train_Youden Index,0.8810
balance_train_AUC,0.9589
balance_train_95% CIs,[0.9270-0.9908]
balance_train_Std,0.0163
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8541
train_Cutoff,0.5674
train_Acc,0.9291
train_MCC,0.8456
train_Sen,0.9302
train_Spe,0.9286
train_PPV,0.8696
train_NPV,0.9630
train_Youden Index,0.8588
train_AUC,0.9535
train_95% CIs,[0.9167-0.9903]
train_Std,0.0188
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6160
test_Cutoff,0.3262
test_Acc,0.8182
test_MCC,0.6422
test_Sen,0.8947
test_Spe,0.7778
test_PPV,0.6800
test_NPV,0.9333
test_Youden Index,0.6725
test_AUC,0.8480
test_95% CIs,[0.7450-0.9510]
test_Std,0.0526
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9836
cv_train_Cutoff,0.4922
cv_train_Acc,0.9568
cv_train_MCC,0.9142
cv_train_Sen,0.9732
cv_train_Spe,0.9405
cv_train_PPV,0.9424
cv_train_NPV,0.9723
cv_train_Youden Index,0.9137
cv_train_AUC,0.9868
cv_train_95% CIs,[0.9793-0.9944]
cv_train_Std,0.0038
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6773
cv_val_Cutoff,0.2672
cv_val_Acc,0.8110
cv_val_MCC,0.5951
cv_val_Sen,0.7907
cv_val_Spe,0.8214
cv_val_PPV,0.6939
cv_val_NPV,0.8846
cv_val_Youden Index,0.6121
cv_val_AUC,0.8414
cv_val_95% CIs,[0.7624-0.9203]
cv_val_Std,0.0403
