,Coef
PCA_feature_2,-0.9951833977013531
PCA_feature_10,-1.769061720404313
PCA_feature_11,-1.460864714633097
PCA_feature_13,-2.529083188900625
PCA_feature_14,-2.871002606399809
PCA_feature_20,-3.891442107737163
PCA_feature_33,-2.2522559514683893
PCA_feature_129,3643603084205876.0
PCA_feature_148,-5139293065548392.0
PCA_feature_150,-1.0081802716453486e+16
PCA_feature_159,4214869989540244.0
PCA_feature_160,6705705736092549.0
PCA_feature_161,2567689727951147.5
PCA_feature_167,3570925261390751.5
