,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6788
balance_train_Cutoff,0.3861
balance_train_Acc,0.6964
balance_train_MCC,0.4436
balance_train_Sen,0.9286
balance_train_Spe,0.4643
balance_train_PPV,0.6341
balance_train_NPV,0.8667
balance_train_Youden Index,0.3929
balance_train_AUC,0.7367
balance_train_95% CIs,[0.6616-0.8118]
balance_train_Std,0.0383
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5219
train_Cutoff,0.4968
train_Acc,0.7087
train_MCC,0.4035
train_Sen,0.7209
train_Spe,0.7024
train_PPV,0.5536
train_NPV,0.8310
train_Youden Index,0.4233
train_AUC,0.7414
train_95% CIs,[0.6546-0.8282]
train_Std,0.0443
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4683
test_Cutoff,0.4563
test_Acc,0.7091
test_MCC,0.4850
test_Sen,0.8947
test_Spe,0.6111
test_PPV,0.5484
test_NPV,0.9167
test_Youden Index,0.5058
test_AUC,0.7208
test_95% CIs,[0.5844-0.8571]
test_Std,0.0696
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8069
cv_train_Cutoff,0.5204
cv_train_Acc,0.8185
cv_train_MCC,0.6410
cv_train_Sen,0.8750
cv_train_Spe,0.7619
cv_train_PPV,0.7861
cv_train_NPV,0.8591
cv_train_Youden Index,0.6369
cv_train_AUC,0.8635
cv_train_95% CIs,[0.8347-0.8922]
cv_train_Std,0.0147
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5775
cv_val_Cutoff,0.4467
cv_val_Acc,0.7638
cv_val_MCC,0.6019
cv_val_Sen,0.9767
cv_val_Spe,0.6548
cv_val_PPV,0.5915
cv_val_NPV,0.9821
cv_val_Youden Index,0.6315
cv_val_AUC,0.8225
cv_val_95% CIs,[0.7465-0.8986]
cv_val_Std,0.0388
