,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9202
balance_train_Cutoff,0.4040
balance_train_Acc,0.8750
balance_train_MCC,0.7543
balance_train_Sen,0.9286
balance_train_Spe,0.8214
balance_train_PPV,0.8387
balance_train_NPV,0.9200
balance_train_Youden Index,0.7500
balance_train_AUC,0.9379
balance_train_95% CIs,[0.9026-0.9733]
balance_train_Std,0.0180
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8429
train_Cutoff,0.3517
train_Acc,0.8425
train_MCC,0.7014
train_Sen,0.9535
train_Spe,0.7857
train_PPV,0.6949
train_NPV,0.9706
train_Youden Index,0.7392
train_AUC,0.9336
train_95% CIs,[0.8930-0.9741]
train_Std,0.0207
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7844
test_Cutoff,0.4164
test_Acc,0.7636
test_MCC,0.5375
test_Sen,0.8421
test_Spe,0.7222
test_PPV,0.6154
test_NPV,0.8966
test_Youden Index,0.5643
test_AUC,0.8480
test_95% CIs,[0.7353-0.9606]
test_Std,0.0575
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9363
cv_train_Cutoff,0.5536
cv_train_Acc,0.8884
cv_train_MCC,0.7768
cv_train_Sen,0.8899
cv_train_Spe,0.8869
cv_train_PPV,0.8872
cv_train_NPV,0.8896
cv_train_Youden Index,0.7768
cv_train_AUC,0.9470
cv_train_95% CIs,[0.9307-0.9633]
cv_train_Std,0.0083
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7565
cv_val_Cutoff,0.4605
cv_val_Acc,0.8740
cv_val_MCC,0.7318
cv_val_Sen,0.8837
cv_val_Spe,0.8690
cv_val_PPV,0.7755
cv_val_NPV,0.9359
cv_val_Youden Index,0.7528
cv_val_AUC,0.8948
cv_val_95% CIs,[0.8397-0.9499]
cv_val_Std,0.0281
