,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8459
balance_train_Cutoff,0.2890
balance_train_Acc,0.8690
balance_train_MCC,0.7600
balance_train_Sen,0.9881
balance_train_Spe,0.7500
balance_train_PPV,0.7981
balance_train_NPV,0.9844
balance_train_Youden Index,0.7381
balance_train_AUC,0.9063
balance_train_95% CIs,[0.8595-0.9532]
balance_train_Std,0.0239
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7431
train_Cutoff,0.2890
train_Acc,0.8268
train_MCC,0.6879
train_Sen,0.9767
train_Spe,0.7500
train_PPV,0.6667
train_NPV,0.9844
train_Youden Index,0.7267
train_AUC,0.9053
train_95% CIs,[0.8546-0.9560]
train_Std,0.0259
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6346
test_Cutoff,0.4480
test_Acc,0.8182
test_MCC,0.6422
test_Sen,0.8947
test_Spe,0.7778
test_PPV,0.6800
test_NPV,0.9333
test_Youden Index,0.6725
test_AUC,0.8465
test_95% CIs,[0.7431-0.9499]
test_Std,0.0527
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9340
cv_train_Cutoff,0.4698
cv_train_Acc,0.9048
cv_train_MCC,0.8113
cv_train_Sen,0.9375
cv_train_Spe,0.8720
cv_train_PPV,0.8799
cv_train_NPV,0.9331
cv_train_Youden Index,0.8095
cv_train_AUC,0.9459
cv_train_95% CIs,[0.9286-0.9632]
cv_train_Std,0.0088
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7416
cv_val_Cutoff,0.7691
cv_val_Acc,0.8425
cv_val_MCC,0.6398
cv_val_Sen,0.6977
cv_val_Spe,0.9167
cv_val_PPV,0.8108
cv_val_NPV,0.8556
cv_val_Youden Index,0.6143
cv_val_AUC,0.8236
cv_val_95% CIs,[0.7372-0.9101]
cv_val_Std,0.0441
