,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8477
balance_train_Cutoff,0.3755
balance_train_Acc,0.8690
balance_train_MCC,0.7486
balance_train_Sen,0.9524
balance_train_Spe,0.7857
balance_train_PPV,0.8163
balance_train_NPV,0.9429
balance_train_Youden Index,0.7381
balance_train_AUC,0.9161
balance_train_95% CIs,[0.8712-0.9610]
balance_train_Std,0.0229
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7591
train_Cutoff,0.3755
train_Acc,0.8346
train_MCC,0.6802
train_Sen,0.9302
train_Spe,0.7857
train_PPV,0.6897
train_NPV,0.9565
train_Youden Index,0.7159
train_AUC,0.9153
train_95% CIs,[0.8658-0.9648]
train_Std,0.0253
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6414
test_Cutoff,0.4036
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8348
test_95% CIs,[0.7242-0.9454]
test_Std,0.0564
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9468
cv_train_Cutoff,0.4824
cv_train_Acc,0.9092
cv_train_MCC,0.8195
cv_train_Sen,0.9345
cv_train_Spe,0.8839
cv_train_PPV,0.8895
cv_train_NPV,0.9310
cv_train_Youden Index,0.8185
cv_train_AUC,0.9538
cv_train_95% CIs,[0.9388-0.9689]
cv_train_Std,0.0077
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6987
cv_val_Cutoff,0.7691
cv_val_Acc,0.8583
cv_val_MCC,0.6764
cv_val_Sen,0.7209
cv_val_Spe,0.9286
cv_val_PPV,0.8378
cv_val_NPV,0.8667
cv_val_Youden Index,0.6495
cv_val_AUC,0.8411
cv_val_95% CIs,[0.7587-0.9235]
cv_val_Std,0.0420
