,Coef
PCA_feature_2,-0.6539928969037341
PCA_feature_3,0.22018600979978142
PCA_feature_9,0.7696148617155274
PCA_feature_13,-1.3986256373507668
PCA_feature_14,-1.2800674052556147
PCA_feature_129,4.7710229483412955e-15
PCA_feature_136,3.4521889458693866e-15
PCA_feature_137,2.9442350869613042e-15
PCA_feature_138,-2.8638385681021847e-15
PCA_feature_142,-1.6426747238743723e-15
PCA_feature_147,-1.6223141906195167e-15
PCA_feature_148,-1.5342869578695518e-15
PCA_feature_149,-2.7371716732344026e-16
PCA_feature_150,-4.514530323763348e-15
PCA_feature_161,2.3752035836080477e-16
PCA_feature_163,-9.810211453676807e-16
PCA_feature_164,7.882948697710342e-16
PCA_feature_165,7.766508197923925e-16
PCA_feature_167,-5.465684780773908e-16
