,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9015
balance_train_Cutoff,0.6550
balance_train_Acc,0.8869
balance_train_MCC,0.7743
balance_train_Sen,0.8690
balance_train_Spe,0.9048
balance_train_PPV,0.9012
balance_train_NPV,0.8736
balance_train_Youden Index,0.7738
balance_train_AUC,0.9313
balance_train_95% CIs,[0.8913-0.9713]
balance_train_Std,0.0204
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8191
train_Cutoff,0.6550
train_Acc,0.8898
train_MCC,0.7571
train_Sen,0.8605
train_Spe,0.9048
train_PPV,0.8222
train_NPV,0.9268
train_Youden Index,0.7652
train_AUC,0.9297
train_95% CIs,[0.8854-0.9740]
train_Std,0.0226
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5235
test_Cutoff,1.0000
test_Acc,0.5091
test_MCC,0.0250
test_Sen,0.5263
test_Spe,0.5000
test_PPV,0.3571
test_NPV,0.6667
test_Youden Index,0.0263
test_AUC,0.5132
test_95% CIs,[0.3712-0.6551]
test_Std,0.0724
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9347
cv_train_Cutoff,0.5214
cv_train_Acc,0.8780
cv_train_MCC,0.7568
cv_train_Sen,0.9018
cv_train_Spe,0.8542
cv_train_PPV,0.8608
cv_train_NPV,0.8969
cv_train_Youden Index,0.7560
cv_train_AUC,0.9403
cv_train_95% CIs,[0.9235-0.9571]
cv_train_Std,0.0086
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4529
cv_val_Cutoff,2.0000
cv_val_Acc,0.6614
cv_val_MCC,0.0000
cv_val_Sen,0.0000
cv_val_Spe,1.0000
cv_val_PPV,0.0000
cv_val_NPV,0.6614
cv_val_Youden Index,0.0000
cv_val_AUC,0.4474
cv_val_95% CIs,[0.3555-0.5393]
cv_val_Std,0.0469
