,Coef
PCA_feature_110,-0.1591149746435194
PCA_feature_124,-0.37447524131827153
PCA_feature_114,-0.14217652494732183
PCA_feature_18,-0.05799936677195429
PCA_feature_37,0.28580940327168874
PCA_feature_44,-0.0074655983146164825
PCA_feature_109,-0.1608161860134547
PCA_feature_86,-0.07719941469743472
PCA_feature_112,-0.08285926520988889
PCA_feature_8,-0.02106370411913838
PCA_feature_115,0.001980685998040099
PCA_feature_107,-0.393881569300691
PCA_feature_131,-1.4506749463373483e-14
PCA_feature_41,-0.00512626113849061
PCA_feature_27,0.27653804896046796
PCA_feature_106,-0.11155385188052167
PCA_feature_154,6.608301401205746e-15
PCA_feature_19,0.17198504123480024
PCA_feature_10,-0.1584376255127322
PCA_feature_14,-0.12037243292522715
