,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.6450
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.6450
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8273
test_Cutoff,0.4050
test_Acc,0.8364
test_MCC,0.6556
test_Sen,0.8421
test_Spe,0.8333
test_PPV,0.7273
test_NPV,0.9091
test_Youden Index,0.6754
test_AUC,0.8838
test_95% CIs,[0.7907-0.9769]
test_Std,0.0475
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.6800
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8359
cv_val_Cutoff,0.2600
cv_val_Acc,0.7953
cv_val_MCC,0.6213
cv_val_Sen,0.9302
cv_val_Spe,0.7262
cv_val_PPV,0.6349
cv_val_NPV,0.9531
cv_val_Youden Index,0.6564
cv_val_AUC,0.9060
cv_val_95% CIs,[0.8545-0.9575]
cv_val_Std,0.0263
