,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.5338
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.5338
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9112
test_Cutoff,0.5170
test_Acc,0.9091
test_MCC,0.7975
test_Sen,0.7895
test_Spe,0.9722
test_PPV,0.9375
test_NPV,0.8974
test_Youden Index,0.7617
test_AUC,0.9313
test_95% CIs,[0.8557-1.0000]
test_Std,0.0386
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.5409
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7664
cv_val_Cutoff,0.5278
cv_val_Acc,0.8740
cv_val_MCC,0.7143
cv_val_Sen,0.6977
cv_val_Spe,0.9643
cv_val_PPV,0.9091
cv_val_NPV,0.8617
cv_val_Youden Index,0.6620
cv_val_AUC,0.8563
cv_val_95% CIs,[0.7798-0.9329]
cv_val_Std,0.0391
