,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9062
balance_train_Cutoff,0.5002
balance_train_Acc,0.8810
balance_train_MCC,0.7727
balance_train_Sen,0.9643
balance_train_Spe,0.7976
balance_train_PPV,0.8265
balance_train_NPV,0.9571
balance_train_Youden Index,0.7619
balance_train_AUC,0.9182
balance_train_95% CIs,[0.8731-0.9634]
balance_train_Std,0.0230
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8546
train_Cutoff,0.4788
train_Acc,0.8504
train_MCC,0.7227
train_Sen,0.9767
train_Spe,0.7857
train_PPV,0.7000
train_NPV,0.9851
train_Youden Index,0.7625
train_AUC,0.9233
train_95% CIs,[0.8712-0.9754]
train_Std,0.0266
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7519
test_Cutoff,0.5295
test_Acc,0.8364
test_MCC,0.7134
test_Sen,1.0000
test_Spe,0.7500
test_PPV,0.6786
test_NPV,1.0000
test_Youden Index,0.7500
test_AUC,0.9167
test_95% CIs,[0.8429-0.9904]
test_Std,0.0376
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7687
cv_train_Cutoff,0.4910
cv_train_Acc,0.7902
cv_train_MCC,0.5954
cv_train_Sen,0.9018
cv_train_Spe,0.6786
cv_train_PPV,0.7372
cv_train_NPV,0.8736
cv_train_Youden Index,0.5804
cv_train_AUC,0.8302
cv_train_95% CIs,[0.7980-0.8624]
cv_train_Std,0.0164
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5514
cv_val_Cutoff,0.4815
cv_val_Acc,0.7480
cv_val_MCC,0.5558
cv_val_Sen,0.9302
cv_val_Spe,0.6548
cv_val_PPV,0.5797
cv_val_NPV,0.9483
cv_val_Youden Index,0.5850
cv_val_AUC,0.7888
cv_val_95% CIs,[0.7043-0.8732]
cv_val_Std,0.0431
