,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8913
balance_train_Cutoff,0.5059
balance_train_Acc,0.8750
balance_train_MCC,0.7526
balance_train_Sen,0.8333
balance_train_Spe,0.9167
balance_train_PPV,0.9091
balance_train_NPV,0.8462
balance_train_Youden Index,0.7500
balance_train_AUC,0.8968
balance_train_95% CIs,[0.8426-0.9511]
balance_train_Std,0.0277
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8192
train_Cutoff,0.4984
train_Acc,0.8819
train_MCC,0.7379
train_Sen,0.8372
train_Spe,0.9048
train_PPV,0.8182
train_NPV,0.9157
train_Youden Index,0.7420
train_AUC,0.8895
train_95% CIs,[0.8175-0.9616]
train_Std,0.0368
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8427
test_Cutoff,0.4673
test_Acc,0.8545
test_MCC,0.7190
test_Sen,0.9474
test_Spe,0.8056
test_PPV,0.7200
test_NPV,0.9667
test_Youden Index,0.7529
test_AUC,0.9225
test_95% CIs,[0.8546-0.9904]
test_Std,0.0347
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8690
cv_train_Cutoff,0.4641
cv_train_Acc,0.8333
cv_train_MCC,0.6736
cv_train_Sen,0.9048
cv_train_Spe,0.7619
cv_train_PPV,0.7917
cv_train_NPV,0.8889
cv_train_Youden Index,0.6667
cv_train_AUC,0.8962
cv_train_95% CIs,[0.8714-0.9210]
cv_train_Std,0.0127
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6578
cv_val_Cutoff,0.4766
cv_val_Acc,0.8031
cv_val_MCC,0.5886
cv_val_Sen,0.8140
cv_val_Spe,0.7976
cv_val_PPV,0.6731
cv_val_NPV,0.8933
cv_val_Youden Index,0.6116
cv_val_AUC,0.8250
cv_val_95% CIs,[0.7462-0.9038]
cv_val_Std,0.0402
