,Coef
PCA_feature_110,-0.41659988952909127
PCA_feature_124,-1.2977325151946955
PCA_feature_114,-0.36892878538845353
PCA_feature_18,-0.011753668513979727
PCA_feature_37,0.2748106084172072
PCA_feature_44,0.05905142454173385
PCA_feature_109,-0.41401427506661653
PCA_feature_86,-0.4109760786409368
PCA_feature_112,-0.05036511014116567
PCA_feature_8,-0.02341305720473635
PCA_feature_115,-0.3558322882538079
PCA_feature_107,-0.5646827839417358
PCA_feature_131,-652954146706026.2
PCA_feature_41,0.017472991127994733
PCA_feature_27,0.22270440412898757
PCA_feature_106,-0.17634271809013516
PCA_feature_154,939808284943012.1
