,Coef
PCA_feature_2,-0.047779552279092856
PCA_feature_3,0.14492740061497494
PCA_feature_10,-0.2647014576037592
PCA_feature_11,0.34390854435545626
PCA_feature_15,-0.2890539525707497
PCA_feature_27,0.4493167775079729
PCA_feature_127,276754322051525.4
PCA_feature_129,200715117449962.66
PCA_feature_131,-508265964841360.9
PCA_feature_132,437938491810501.8
PCA_feature_133,172461529483513.78
PCA_feature_138,-479872658079838.56
PCA_feature_139,92128429030964.75
PCA_feature_140,-310748279214648.44
PCA_feature_151,-361182818418968.44
PCA_feature_154,-511300700562382.1
PCA_feature_167,-283306144915815.25
