,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8470
balance_train_Cutoff,0.4348
balance_train_Acc,0.7976
balance_train_MCC,0.6014
balance_train_Sen,0.8690
balance_train_Spe,0.7262
balance_train_PPV,0.7604
balance_train_NPV,0.8472
balance_train_Youden Index,0.5952
balance_train_AUC,0.8603
balance_train_95% CIs,[0.8049-0.9156]
balance_train_Std,0.0282
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7448
train_Cutoff,0.4199
train_Acc,0.7717
train_MCC,0.5661
train_Sen,0.8837
train_Spe,0.7143
train_PPV,0.6129
train_NPV,0.9231
train_Youden Index,0.5980
train_AUC,0.8588
train_95% CIs,[0.7940-0.9236]
train_Std,0.0331
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5586
test_Cutoff,1.0000
test_Acc,0.5455
test_MCC,0.1015
test_Sen,0.5789
test_Spe,0.5278
test_PPV,0.3929
test_NPV,0.7037
test_Youden Index,0.1067
test_AUC,0.5534
test_95% CIs,[0.4125-0.6942]
test_Std,0.0719
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9017
cv_train_Cutoff,0.6037
cv_train_Acc,0.8497
cv_train_MCC,0.6997
cv_train_Sen,0.8363
cv_train_Spe,0.8631
cv_train_PPV,0.8593
cv_train_NPV,0.8406
cv_train_Youden Index,0.6994
cv_train_AUC,0.9130
cv_train_95% CIs,[0.8906-0.9353]
cv_train_Std,0.0114
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4923
cv_val_Cutoff,2.0000
cv_val_Acc,0.6614
cv_val_MCC,0.0000
cv_val_Sen,0.0000
cv_val_Spe,1.0000
cv_val_PPV,0.0000
cv_val_NPV,0.6614
cv_val_Youden Index,0.0000
cv_val_AUC,0.4823
cv_val_95% CIs,[0.3895-0.5750]
cv_val_Std,0.0473
