,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9122
balance_train_Cutoff,0.6535
balance_train_Acc,0.8869
balance_train_MCC,0.7739
balance_train_Sen,0.8929
balance_train_Spe,0.8810
balance_train_PPV,0.8824
balance_train_NPV,0.8916
balance_train_Youden Index,0.7738
balance_train_AUC,0.9117
balance_train_95% CIs,[0.8643-0.9591]
balance_train_Std,0.0242
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8540
train_Cutoff,0.6535
train_Acc,0.8740
train_MCC,0.7267
train_Sen,0.8605
train_Spe,0.8810
train_PPV,0.7872
train_NPV,0.9250
train_Youden Index,0.7414
train_AUC,0.9075
train_95% CIs,[0.8471-0.9680]
train_Std,0.0308
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8604
test_Cutoff,0.6042
test_Acc,0.9091
test_MCC,0.8117
test_Sen,0.9474
test_Spe,0.8889
test_PPV,0.8182
test_NPV,0.9697
test_Youden Index,0.8363
test_AUC,0.9444
test_95% CIs,[0.8855-1.0000]
test_Std,0.0301
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9234
cv_train_Cutoff,0.6183
cv_train_Acc,0.8780
cv_train_MCC,0.7561
cv_train_Sen,0.8869
cv_train_Spe,0.8690
cv_train_PPV,0.8713
cv_train_NPV,0.8848
cv_train_Youden Index,0.7560
cv_train_AUC,0.9342
cv_train_95% CIs,[0.9154-0.9529]
cv_train_Std,0.0096
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7140
cv_val_Cutoff,0.4817
cv_val_Acc,0.7953
cv_val_MCC,0.5755
cv_val_Sen,0.8140
cv_val_Spe,0.7857
cv_val_PPV,0.6604
cv_val_NPV,0.8919
cv_val_Youden Index,0.5997
cv_val_AUC,0.8145
cv_val_95% CIs,[0.7252-0.9039]
cv_val_Std,0.0456
