,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7114
balance_train_Cutoff,0.5539
balance_train_Acc,0.7500
balance_train_MCC,0.5006
balance_train_Sen,0.7262
balance_train_Spe,0.7738
balance_train_PPV,0.7625
balance_train_NPV,0.7386
balance_train_Youden Index,0.5000
balance_train_AUC,0.7680
balance_train_95% CIs,[0.6950-0.8410]
balance_train_Std,0.0373
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5441
train_Cutoff,0.5539
train_Acc,0.7480
train_MCC,0.4583
train_Sen,0.6977
train_Spe,0.7738
train_PPV,0.6122
train_NPV,0.8333
train_Youden Index,0.4715
train_AUC,0.7580
train_95% CIs,[0.6713-0.8447]
train_Std,0.0442
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6673
test_Cutoff,0.5274
test_Acc,0.8182
test_MCC,0.5980
test_Sen,0.7368
test_Spe,0.8611
test_PPV,0.7368
test_NPV,0.8611
test_Youden Index,0.5980
test_AUC,0.8655
test_95% CIs,[0.7697-0.9613]
test_Std,0.0489
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7990
cv_train_Cutoff,0.4382
cv_train_Acc,0.7440
cv_train_MCC,0.5025
cv_train_Sen,0.8631
cv_train_Spe,0.6250
cv_train_PPV,0.6971
cv_train_NPV,0.8203
cv_train_Youden Index,0.4881
cv_train_AUC,0.8114
cv_train_95% CIs,[0.7790-0.8438]
cv_train_Std,0.0165
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5974
cv_val_Cutoff,0.5187
cv_val_Acc,0.7323
cv_val_MCC,0.4092
cv_val_Sen,0.6279
cv_val_Spe,0.7857
cv_val_PPV,0.6000
cv_val_NPV,0.8049
cv_val_Youden Index,0.4136
cv_val_AUC,0.7411
cv_val_95% CIs,[0.6506-0.8317]
cv_val_Std,0.0462
