,Coef
PCA_feature_2,-0.09467437588836947
PCA_feature_3,0.10532645143162433
PCA_feature_10,-0.1556386976616455
PCA_feature_11,0.2531678463667557
PCA_feature_27,0.2809013365994652
PCA_feature_127,3.226614586402623e-14
PCA_feature_129,5.470597054191595e-15
PCA_feature_131,-1.0847784587071779e-14
PCA_feature_132,-3.1233754016457227e-15
PCA_feature_133,2.5618940828666294e-14
PCA_feature_138,-1.6591214660382024e-14
PCA_feature_139,-1.0009812613264117e-14
PCA_feature_140,4.888704873962226e-15
PCA_feature_154,4.541310199848316e-15
PCA_feature_167,-6.61905579893328e-15
