,label,PCA_feature_110,PCA_feature_124,PCA_feature_114,PCA_feature_18,PCA_feature_37,PCA_feature_44,PCA_feature_109
1,1.0,0.04226239089836448,-0.025485784054757488,0.1284272839353719,0.4403746652001844,0.08514024214391144,-0.4230782343371899,-0.018230316436545324
1,1.0,0.04226239089836448,-0.025485784054757488,0.1284272839353719,0.4403746652001844,0.08514024214391144,-0.4230782343371899,-0.018230316436545324
1,1.0,0.04226239089836448,-0.025485784054757488,0.1284272839353719,0.4403746652001844,0.08514024214391144,-0.4230782343371899,-0.018230316436545324
2,0.0,0.0084220417626934,0.009122865308722639,-0.04438008662329716,-3.9404674357823883,-1.812374661830045,-1.8192699890539683,-0.008750243480231748
2,1.0,0.00818023548383462,-0.0027394974476784295,0.009089204769243298,-2.587914615350983,0.030307935474912506,-0.3609697473128748,-0.0059119732142802195
2,1.0,0.00818023548383462,-0.0027394974476784295,0.009089204769243298,-2.587914615350983,0.030307935474912506,-0.3609697473128748,-0.0059119732142802195
2,1.0,0.00818023548383462,-0.0027394974476784295,0.009089204769243298,-2.587914615350983,0.030307935474912506,-0.3609697473128748,-0.0059119732142802195
3,0.0,0.6345490556559028,-0.23782055344313902,0.06259123555546817,-0.8431299840489928,-2.102239687051916,-0.5102857916358383,0.0023348664193370977
4,0.0,-0.046924207925141494,0.011857536492165251,-0.0947237417344794,-0.9530845011430924,-1.922740180842276,-2.3494473190833527,0.16162265086902133
5,0.0,-0.03838634472281675,-0.002518789328636778,0.05190504250613459,-0.014184579950459186,-4.507630963195201,3.8792809363164915,0.01735509913115211
5,1.0,-0.7512529314747736,0.7277241658000293,-0.29645019076563894,-0.713133441236392,1.1052218499431448,0.39379785212386725,-0.4348466285117073
7,1.0,0.09578620562372892,-0.22052390078507117,-0.1438337129899872,-1.3225775645988262,-0.23222881697525272,-1.6249031107953957,0.17810466255150464
7,1.0,0.09578620562372892,-0.22052390078507117,-0.1438337129899872,-1.3225775645988262,-0.23222881697525272,-1.6249031107953957,0.17810466255150464
7,1.0,0.09578620562372892,-0.22052390078507117,-0.1438337129899872,-1.3225775645988262,-0.23222881697525272,-1.6249031107953957,0.17810466255150464
7,0.0,-0.22207297551079502,0.1658299215964103,0.025119273251128837,0.9455827158167618,0.5451360699292491,-1.982177010388476,0.007791140664749316
8,1.0,0.07270843851904737,0.1093192254600823,-0.14194072290353443,-1.0231304787434274,0.9597951056034268,-1.6382644309642447,0.3582924730346329
9,0.0,0.00735104545538412,-0.001637925642170246,0.0003528406093614711,1.7153570620712304,-2.1436475345624437,0.26053708768545136,0.017769823430424103
10,1.0,-0.00858113585488851,-0.008582594385902614,-0.0009534106242814477,-2.244445420599597,1.6210192625938877,-1.286942822857002,0.017144415241947125
10,1.0,-0.008581135854887734,-0.008582594385902295,-0.0009534106242822249,-2.2444454205995976,1.621019262593888,-1.286942822857001,0.017144415241946875
11,0.0,-0.015784777957650986,0.01983051269327818,-0.0485686745860443,-3.186002526621879,2.2962249210967776,2.4721484377028675,0.04607209335188435
11,1.0,-0.14233834782143637,0.025436363294366833,0.20360363896760852,0.6955737309902814,0.7125987130488755,-0.03350442358488359,-0.1674786118926221
