,Coef
PCA_feature_2,-0.6782724398964914
PCA_feature_9,0.6485404409417201
PCA_feature_13,-1.0082120109742783
PCA_feature_14,-1.5497645274197422
PCA_feature_129,4.92558502586011e-15
PCA_feature_136,2.420929044244644e-15
PCA_feature_137,3.964328903695788e-15
PCA_feature_138,-3.1160336141113853e-15
PCA_feature_148,-5.006888025341411e-15
PCA_feature_149,2.6796354474717595e-15
PCA_feature_150,-6.888619738496226e-15
PCA_feature_163,-3.3867516984151084e-16
PCA_feature_167,-3.4093893129095497e-16
