,label,PCA_feature_3,PCA_feature_10,PCA_feature_11,PCA_feature_19,PCA_feature_22,PCA_feature_23,PCA_feature_27,PCA_feature_30,PCA_feature_37,PCA_feature_54,PCA_feature_59,PCA_feature_129,PCA_feature_131,PCA_feature_138,PCA_feature_140,PCA_feature_154,PCA_feature_157
18,0.0,14.105391365313107,7.840969547770214,-7.16988567072683,-2.323875515359032,0.11712089122903602,-2.353466058857414,1.6417381629296803,-0.3782659671663099,-0.023247083932112167,-0.4105516975338877,-0.43384177697783266,-1.3877787807814457e-15,2.4980018054066022e-15,3.885780586188048e-16,4.996003610813204e-16,1.1102230246251565e-16,9.43689570931383e-16
18,1.0,-3.618688830225742,-3.303225945427295,2.746344144978111,1.6029367861735448,-0.7490352549355852,-1.4375373709216492,0.31960274548769985,-0.8291772372877826,1.2965418219237956,-0.15321322889320896,-1.9650669323127516,1.3600232051658168e-15,5.689893001203927e-16,1.5612511283791264e-17,1.249000902703301e-16,-7.771561172376096e-16,-8.465450562766819e-16
19,1.0,8.509448401353094,-1.2795900014775223,1.5845591776949228,-0.7779888670410098,-1.1041835428074636,0.04634559916034087,0.505891412070713,0.9992232074934817,-0.4782620726620181,-0.5805460368659887,0.8349163943378752,1.1657341758564144e-15,-3.885780586188048e-16,3.3306690738754696e-16,1.1102230246251565e-16,3.3306690738754696e-16,5.551115123125783e-17
19,0.0,-19.380880548218407,0.49444280237182014,-2.437499281026412,-2.3194081068144685,-2.655035650886078,-0.29133990599013937,-1.6886894295049135,-2.9867513532055803,-0.3918073723710105,-1.3310259840607848,-0.3672131460161303,2.3869795029440866e-15,2.7408630920433552e-15,-2.3037127760972e-15,-1.7208456881689926e-15,-1.304512053934559e-15,1.0408340855860843e-15
19,1.0,8.509448401353096,-1.2795900014775223,1.584559177694923,-0.7779888670410096,-1.1041835428074642,0.046345599160341366,0.505891412070713,0.9992232074934817,-0.4782620726620175,-0.5805460368659888,0.8349163943378755,1.0477729794899915e-15,-4.0245584642661925e-16,1.6653345369377348e-16,1.1102230246251565e-16,3.3306690738754696e-16,5.551115123125783e-17
20,0.0,-10.968484579875305,1.0746037195972262,4.1579628540479066,4.165597404456753,-7.804101074355932,-4.202112479447175,6.471631530394472,1.7456115097494518,4.375450635767187,2.6351399318163935,-0.3975397103347995,1.1379786002407855e-15,-1.7486012637846216e-15,-7.632783294297951e-16,-3.608224830031759e-16,2.42861286636753e-16,-1.0685896612017132e-15
20,1.0,6.730154175306302,-5.593730680225662,0.0440126005318342,1.291786222861706,0.12435400151501028,0.7115832918241141,-0.494767377062586,0.5231774175984714,-1.8696627393972256,-1.2238972746848642,-0.953427037849469,1.582067810090848e-15,1.9081958235744878e-16,1.8041124150158794e-16,-1.8041124150158794e-16,8.326672684688674e-17,9.035740905494194e-16
20,1.0,6.730154175306302,-5.593730680225662,0.0440126005318342,1.291786222861706,0.12435400151501028,0.7115832918241141,-0.494767377062586,0.5231774175984714,-1.8696627393972256,-1.2238972746848642,-0.953427037849469,1.582067810090848e-15,1.9081958235744878e-16,1.8041124150158794e-16,-1.8041124150158794e-16,8.326672684688674e-17,9.035740905494194e-16
21,0.0,-20.907911013696285,-1.4600941718374156,-0.3511805499915282,-2.433935207706414,-0.47091019919103344,1.3884917982742677,-1.900163733583397,0.4615430831714884,-0.4710713865311744,1.1487067076884776,-0.8857289949302933,-8.049116928532385e-16,-2.7755575615628914e-16,-2.7755575615628914e-17,-2.609024107869118e-15,-2.220446049250313e-16,2.7755575615628914e-16
21,1.0,-5.350835435246644,-3.7975361361408995,-1.810976367003154,2.360653843316615,1.2906063513351733,-3.3228714176355996,0.9085888313539869,-0.2837366327776406,1.4133551140090328,-0.059037058785979035,-0.8563973215356854,-1.0824674490095276e-15,-2.220446049250313e-16,1.304512053934559e-15,-1.27675647831893e-15,-7.216449660063518e-16,1.7763568394002505e-15
21,1.0,-5.350835435246644,-3.7975361361408995,-1.810976367003154,2.360653843316615,1.2906063513351733,-3.3228714176355996,0.9085888313539869,-0.2837366327776406,1.4133551140090328,-0.059037058785979035,-0.8563973215356854,-1.0824674490095276e-15,-2.220446049250313e-16,1.304512053934559e-15,-1.27675647831893e-15,-7.216449660063518e-16,1.7763568394002505e-15
22,1.0,6.403486560666575,1.494248413191957,3.4564043110009326,-1.1756062221980927,2.4909459018697846,0.06533487302577257,-0.3834175468915744,-1.4609261783747163,1.4629983932747015,-0.20252993951830817,-0.48851675987342436,1.429412144204889e-15,-2.3071822230491534e-16,-8.326672684688674e-17,5.551115123125783e-16,1.942890293094024e-16,7.216449660063518e-16
22,0.0,19.938035020869883,1.6431317533846408,4.614869061314683,-1.4198236685166319,-1.826551886634524,-1.7018875974673051,-1.2859137303089043,1.198696802138869,1.2317507468373872,-0.1658171555525083,0.17400385129461626,-4.9404924595819466e-15,4.773959005888173e-15,-8.326672684688674e-16,1.6375789613221059e-15,5.551115123125783e-16,-1.304512053934559e-15
22,1.0,6.403486560666575,1.494248413191957,3.4564043110009326,-1.1756062221980927,2.4909459018697846,0.06533487302577257,-0.3834175468915744,-1.4609261783747163,1.4629983932747015,-0.20252993951830817,-0.48851675987342436,1.429412144204889e-15,-2.3071822230491534e-16,-8.326672684688674e-17,5.551115123125783e-16,1.942890293094024e-16,7.216449660063518e-16
23,0.0,-2.1092027426203037,3.3342848523079605,-1.5852425302795496,-0.3956175291071605,-1.3397551913652588,0.2352813424061325,-0.8308415452205493,0.5710430748048652,-0.49758770061949004,0.38780756948515305,-0.7402985748795816,1.4779844015322396e-15,2.7755575615628914e-17,2.7755575615628914e-17,-1.1102230246251565e-16,8.187894806610529e-16,1.0685896612017132e-15
23,1.0,19.07110791414616,-0.4748413248741145,2.5847306821381775,-0.09027973552554824,0.3086357547288241,0.3566824825483137,-0.6101266847798118,-0.7158135792008564,0.14577992094277054,-0.17907947047318476,0.6493880029969198,6.800116025829084e-16,-1.3183898417423734e-15,-1.6930901125533637e-15,8.049116928532385e-16,7.771561172376096e-16,7.355227538141662e-16
23,1.0,19.07110791414616,-0.4748413248741145,2.5847306821381775,-0.09027973552554824,0.3086357547288241,0.3566824825483137,-0.6101266847798118,-0.7158135792008564,0.14577992094277054,-0.17907947047318476,0.6493880029969198,6.800116025829084e-16,-1.3183898417423734e-15,-1.6930901125533637e-15,8.049116928532385e-16,7.771561172376096e-16,7.355227538141662e-16
24,1.0,11.166337991513627,-1.753401058805477,4.254536770901418,-0.6123890197906494,2.3286292466126617,1.9818989723463878,-0.7287461566638884,-0.7939139608131808,0.6469671096329701,0.6662122164572656,0.3783326598263277,1.124100812432971e-15,4.163336342344337e-17,8.326672684688674e-17,5.273559366969494e-16,2.7755575615628914e-17,6.245004513516506e-17
24,0.0,-16.090905342686384,-10.473601806853823,-4.6388509850662745,0.5435631004768433,3.232294389557524,-0.3416795918731904,-0.8805940648316175,-1.8826201365811253,-1.377404563540532,1.5206566107684691,1.322985360473968,5.967448757360216e-16,6.192962809237201e-16,2.248201624865942e-15,-4.822531263215524e-16,-8.743006318923108e-16,1.0685896612017132e-15
24,1.0,11.166337991513627,-1.7534010588054765,4.254536770901417,-0.6123890197906492,2.328629246612661,1.9818989723463873,-0.7287461566638884,-0.7939139608131808,0.6469671096329709,0.6662122164572661,0.3783326598263274,1.2212453270876722e-15,-2.220446049250313e-16,-2.7755575615628914e-17,5.273559366969494e-16,2.7755575615628914e-17,-1.1102230246251565e-16
25,0.0,-15.633493051881077,4.425060951326931,-1.5319742762364406,-0.5999526410439622,1.566177166795033,0.24080504322611251,2.4192071002115205,-1.5444171233850947,-1.4469091945577668,-0.15038596825335396,1.2051689185857946,-3.122502256758253e-16,3.95516952522712e-16,-1.1934897514720433e-15,-1.6653345369377348e-15,-1.1379786002407855e-15,-8.81239525796218e-16
27,1.0,-8.225663490204155,2.6533432639914314,2.7579638267055606,3.9591964644666477,1.7561278463488175,2.3370090646180346,-1.4791353478546383,-2.518262785998594,-1.7134480814857342,-0.8122681130832882,-0.8105701051336962,-2.7755575615628914e-17,3.191891195797325e-16,-1.700029006457271e-16,-1.2559397966072083e-15,-5.134781488891349e-16,-1.474514954580286e-15
27,1.0,-8.225663490204155,2.6533432639914314,2.7579638267055606,3.9591964644666477,1.7561278463488175,2.3370090646180346,-1.4791353478546383,-2.518262785998594,-1.7134480814857342,-0.8122681130832882,-0.8105701051336962,-2.7755575615628914e-17,3.191891195797325e-16,-1.700029006457271e-16,-1.2559397966072083e-15,-5.134781488891349e-16,-1.474514954580286e-15
27,0.0,-10.430777800481074,3.56632482084712,-1.3793308231929418,1.822262199239038,-0.935753616208927,0.7924439531923442,2.3305338107875944,0.5405038922642381,-0.45758409421705626,0.8384396340131832,-0.5366649993891389,7.632783294297951e-16,1.4779844015322396e-15,1.3877787807814457e-15,9.71445146547012e-17,-3.885780586188048e-16,1.4710455076283324e-15
28,1.0,-8.730198129624107,0.2162857636642116,3.2207811138071603,2.4804137265803066,-1.4504866612351208,0.6842635728815434,-0.7881066050871885,0.5390602046065038,0.1927736274992003,-1.2986907104269156,0.012168363978244917,1.6375789613221059e-15,0.0,-1.016547956922409e-15,-7.042977312465837e-16,-4.85722573273506e-17,-2.5222879340702775e-15
28,1.0,-8.730198129624108,0.21628576366421093,3.2207811138071607,2.480413726580306,-1.4504866612351222,0.6842635728815434,-0.7881066050871885,0.5390602046065046,0.19277362749920018,-1.2986907104269156,0.012168363978245146,1.3565537582138631e-15,3.2612801348363973e-16,-1.1535911115245767e-15,-7.042977312465837e-16,-4.85722573273506e-17,-1.582067810090848e-15
28,0.0,-7.342084794874495,8.66650840274139,2.048158567830864,-2.8062110469641266,-1.1284639001902648,-2.1310378767289726,-0.16871513767209323,-0.4286602427618423,0.9203742955587891,-0.9946952397209939,1.1016112870269503,-6.661338147750939e-16,6.522560269672795e-16,8.326672684688674e-17,-8.118505867571457e-16,-9.020562075079397e-16,1.1796119636642288e-15
28,1.0,-8.730198129624108,0.21628576366421093,3.2207811138071607,2.480413726580306,-1.4504866612351222,0.6842635728815434,-0.7881066050871885,0.5390602046065046,0.19277362749920018,-1.2986907104269156,0.012168363978245146,1.3565537582138631e-15,3.2612801348363973e-16,-1.1535911115245767e-15,-7.042977312465837e-16,-4.85722573273506e-17,-1.582067810090848e-15
28,1.0,-8.730198129624107,0.2162857636642116,3.2207811138071603,2.4804137265803066,-1.4504866612351208,0.6842635728815434,-0.7881066050871885,0.5390602046065038,0.1927736274992003,-1.2986907104269156,0.012168363978244917,1.6375789613221059e-15,0.0,-1.016547956922409e-15,-7.042977312465837e-16,-4.85722573273506e-17,-2.5222879340702775e-15
29,0.0,-19.133230205897295,-2.836087450793876,-6.5597704937993395,-4.477128082817413,-1.2724866557802046,0.5054471660899805,0.6560847809257309,2.641338240548216,0.2663816268085031,-0.1819826156563525,-0.44611132461130953,-8.326672684688674e-16,1.8943180357666733e-15,2.3592239273284576e-16,-1.27675647831893e-15,-1.27675647831893e-15,-5.828670879282072e-16
29,1.0,6.367630478436662,-1.927673377050629,4.750789243440438,-0.4069735889223108,1.18059407660498,-0.04761203672985913,-0.8542974668248593,0.0662860417573589,0.6544570567543935,0.375969356224317,-0.6618517104548706,1.6237011735142914e-15,-9.43689570931383e-16,-1.1657341758564144e-15,1.3877787807814457e-16,2.498001805406602e-16,6.591949208711867e-16
29,1.0,6.367630478436662,-1.927673377050629,4.750789243440438,-0.4069735889223108,1.18059407660498,-0.04761203672985913,-0.8542974668248593,0.0662860417573589,0.6544570567543935,0.375969356224317,-0.6618517104548706,1.6237011735142914e-15,-9.43689570931383e-16,-1.1657341758564144e-15,1.3877787807814457e-16,2.498001805406602e-16,6.591949208711867e-16
30,0.0,-19.79545896044667,-9.165145241439348,-5.441670610016751,-0.09196355852531002,-1.9327009646249471,2.140450768988553,-1.2697689659664937,1.4957785415686522,0.0861931438135436,1.173622002822542,-1.0766258864092653,-1.2906342661267445e-15,1.762479051592436e-15,6.106226635438361e-16,-8.881784197001252e-16,-1.4155343563970746e-15,9.71445146547012e-16
31,1.0,33.873517887501414,7.910403104583568,-1.8702818533791472,-1.5287086667209995,0.6782454245442049,-0.25670295711321445,-1.5037245884234065,-1.4130914544541398,2.365061204478785,-1.083900969590381,-0.24057051155207715,1.3600232051658168e-15,8.604228440844963e-16,8.396061623727746e-16,2.6229018956769323e-15,7.424616477180734e-16,1.8318679906315083e-15
31,1.0,33.873517887501414,7.910403104583568,-1.8702818533791472,-1.5287086667209995,0.6782454245442049,-0.25670295711321445,-1.5037245884234065,-1.4130914544541398,2.365061204478785,-1.083900969590381,-0.24057051155207715,1.3600232051658168e-15,8.604228440844963e-16,8.396061623727746e-16,2.6229018956769323e-15,7.424616477180734e-16,1.8318679906315083e-15
32,1.0,4.937632087778015,-1.8184861750704724,0.9276867429487796,2.355985476731997,-2.9962736909925662,-1.5589920323221222,2.220164032836566,0.23521531348706828,-0.6597780425336076,-0.760463026587964,-0.47260026536892447,1.9532986339498848e-15,-1.9446250165700008e-15,-6.661338147750939e-16,8.604228440844963e-16,3.885780586188048e-16,7.494005416219807e-16
33,1.0,10.795953348002081,-2.1649244935651786,-0.37652382871379786,0.34984191888595084,-0.6809109719282123,0.33137396605252945,2.1357976524534705,0.2847911141559191,-1.1327741758589103,-0.6974717635131125,0.016961852282749323,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,8.326672684688674e-16,-3.0531133177191805e-16,9.159339953157541e-16
33,1.0,10.795953348002081,-2.1649244935651786,-0.37652382871379786,0.34984191888595084,-0.6809109719282123,0.33137396605252945,2.1357976524534705,0.2847911141559191,-1.1327741758589103,-0.6974717635131125,0.016961852282749323,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,8.326672684688674e-16,-3.0531133177191805e-16,9.159339953157541e-16
33,1.0,10.795953348002081,-2.1649244935651786,-0.37652382871379786,0.34984191888595084,-0.6809109719282123,0.33137396605252945,2.1357976524534705,0.2847911141559191,-1.1327741758589103,-0.6974717635131125,0.016961852282749323,8.465450562766819e-16,-7.979727989493313e-16,-5.828670879282072e-16,8.326672684688674e-16,-3.0531133177191805e-16,9.159339953157541e-16
34,1.0,-5.947411353994331,0.5593979122156102,0.8748732675502602,0.5056730379014498,1.4621664668437901,0.03864839808035836,1.0630154775887486,-0.26500188933198365,1.5558700103070267,-0.072091000033613,0.03195841568659352,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-5.273559366969494e-16,6.106226635438361e-16,-2.0122792321330962e-16
34,1.0,-5.947411353994331,0.5593979122156102,0.8748732675502602,0.5056730379014498,1.4621664668437901,0.03864839808035836,1.0630154775887486,-0.26500188933198365,1.5558700103070267,-0.072091000033613,0.03195841568659352,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-5.273559366969494e-16,6.106226635438361e-16,-2.0122792321330962e-16
34,1.0,-5.947411353994331,0.5593979122156102,0.8748732675502602,0.5056730379014498,1.4621664668437901,0.03864839808035836,1.0630154775887486,-0.26500188933198365,1.5558700103070267,-0.072091000033613,0.03195841568659352,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-5.273559366969494e-16,6.106226635438361e-16,-2.0122792321330962e-16
34,1.0,-5.947411353994331,0.5593979122156102,0.8748732675502602,0.5056730379014498,1.4621664668437901,0.03864839808035836,1.0630154775887486,-0.26500188933198365,1.5558700103070267,-0.072091000033613,0.03195841568659352,7.91033905045424e-16,-1.0685896612017132e-15,-5.898059818321144e-16,-5.273559366969494e-16,6.106226635438361e-16,-2.0122792321330962e-16
