,Coef
PCA_feature_3,0.06966851768977199
PCA_feature_10,-0.41064405185715197
PCA_feature_11,0.4314272018017597
PCA_feature_22,0.5167877851503512
PCA_feature_23,0.8145665232346443
PCA_feature_27,0.670851340822882
PCA_feature_30,-0.5824639461249833
PCA_feature_54,-1.6064096834737527
PCA_feature_59,-1.5940160553574454
PCA_feature_129,528999864882774.44
PCA_feature_131,-1347718835473957.0
PCA_feature_138,-213215731835224.53
PCA_feature_140,1569695395632150.8
PCA_feature_154,688463228989719.1
