,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9210
balance_train_Cutoff,0.7247
balance_train_Acc,0.8929
balance_train_MCC,0.7877
balance_train_Sen,0.8571
balance_train_Spe,0.9286
balance_train_PPV,0.9231
balance_train_NPV,0.8667
balance_train_Youden Index,0.7857
balance_train_AUC,0.9178
balance_train_95% CIs,[0.8730-0.9626]
balance_train_Std,0.0229
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8639
train_Cutoff,0.7247
train_Acc,0.8976
train_MCC,0.7703
train_Sen,0.8372
train_Spe,0.9286
train_PPV,0.8571
train_NPV,0.9176
train_Youden Index,0.7658
train_AUC,0.9089
train_95% CIs,[0.8491-0.9687]
train_Std,0.0305
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8812
test_Cutoff,0.6716
test_Acc,0.8909
test_MCC,0.7571
test_Sen,0.7368
test_Spe,0.9722
test_PPV,0.9333
test_NPV,0.8750
test_Youden Index,0.7091
test_AUC,0.9225
test_95% CIs,[0.8527-0.9924]
test_Std,0.0356
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9257
cv_train_Cutoff,0.6385
cv_train_Acc,0.8631
cv_train_MCC,0.7267
cv_train_Sen,0.8452
cv_train_Spe,0.8810
cv_train_PPV,0.8765
cv_train_NPV,0.8506
cv_train_Youden Index,0.7262
cv_train_AUC,0.9208
cv_train_95% CIs,[0.9003-0.9413]
cv_train_Std,0.0105
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7426
cv_val_Cutoff,0.7497
cv_val_Acc,0.8189
cv_val_MCC,0.5895
cv_val_Sen,0.6977
cv_val_Spe,0.8810
cv_val_PPV,0.7500
cv_val_NPV,0.8506
cv_val_Youden Index,0.5786
cv_val_AUC,0.8026
cv_val_95% CIs,[0.7039-0.9013]
cv_val_Std,0.0503
