,Coef
PCA_feature_2,-0.07139691702072071
PCA_feature_3,0.14706220559233518
PCA_feature_10,-0.22425604892498097
PCA_feature_11,0.2306280305240691
PCA_feature_15,-0.371717955565932
PCA_feature_19,0.27211811502431926
PCA_feature_22,0.36318057414925
PCA_feature_23,0.13671884282133506
PCA_feature_27,0.2641906936790117
PCA_feature_30,-0.31856664270705476
PCA_feature_37,0.3142130120581548
PCA_feature_54,-0.4807658260341746
PCA_feature_59,-1.0767629179388534
PCA_feature_129,1.3689583230847889e-14
PCA_feature_131,-1.3734783700204271e-14
PCA_feature_138,-9.814494949281393e-15
PCA_feature_140,1.213385784720487e-14
PCA_feature_154,-2.15134946620257e-15
PCA_feature_157,-4.788911340882051e-15
PCA_feature_161,-1.721538259553281e-14
