,Coef
PCA_feature_110,0.0
PCA_feature_124,-0.054660593014707
PCA_feature_114,0.0
PCA_feature_18,-0.047370112160030405
PCA_feature_37,0.2144637102729058
PCA_feature_44,0.013030937388069909
PCA_feature_109,0.0
PCA_feature_86,0.0
PCA_feature_112,0.0
PCA_feature_8,-0.015359191356096334
PCA_feature_115,0.0
PCA_feature_107,-0.20147767085572596
PCA_feature_131,0.0
PCA_feature_41,0.0
PCA_feature_27,0.2517242843502512
PCA_feature_106,0.0
PCA_feature_154,0.0
PCA_feature_19,0.13709688297459444
