,Coef
PCA_feature_112,-0.32982216026414546
PCA_feature_114,0.0028939127920349634
PCA_feature_14,-1.2607514610103583
PCA_feature_107,-0.4361504056810291
PCA_feature_110,0.2809885956238668
PCA_feature_7,0.17004876993952894
PCA_feature_132,-5.2083745688254846e-15
PCA_feature_13,-1.0706825622634235
PCA_feature_108,-0.3926112556640869
PCA_feature_89,-0.5164361204939422
PCA_feature_16,0.45902771079852334
PCA_feature_36,0.7084102957026536
PCA_feature_74,0.5346351809029528
PCA_feature_93,-0.0017764145267947194
PCA_feature_6,-0.0005706085248146144
PCA_feature_34,0.5675454143551509
