,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8821
balance_train_Cutoff,0.5000
balance_train_Acc,0.9226
balance_train_MCC,0.8458
balance_train_Sen,0.9405
balance_train_Spe,0.9048
balance_train_PPV,0.9080
balance_train_NPV,0.9383
balance_train_Youden Index,0.8452
balance_train_AUC,0.9430
balance_train_95% CIs,[0.9029-0.9831]
balance_train_Std,0.0205
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7995
train_Cutoff,0.5000
train_Acc,0.9055
train_MCC,0.7956
train_Sen,0.9070
train_Spe,0.9048
train_PPV,0.8298
train_NPV,0.9500
train_Youden Index,0.8117
train_AUC,0.9358
train_95% CIs,[0.8893-0.9822]
train_Std,0.0237
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6140
test_Cutoff,0.3994
test_Acc,0.8182
test_MCC,0.6422
test_Sen,0.8947
test_Spe,0.7778
test_PPV,0.6800
test_NPV,0.9333
test_Youden Index,0.6725
test_AUC,0.8348
test_95% CIs,[0.7229-0.9467]
test_Std,0.0571
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9540
cv_train_Cutoff,0.5244
cv_train_Acc,0.9509
cv_train_MCC,0.9020
cv_train_Sen,0.9613
cv_train_Spe,0.9405
cv_train_PPV,0.9417
cv_train_NPV,0.9605
cv_train_Youden Index,0.9018
cv_train_AUC,0.9715
cv_train_95% CIs,[0.9584-0.9846]
cv_train_Std,0.0067
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6630
cv_val_Cutoff,0.5692
cv_val_Acc,0.8504
cv_val_MCC,0.6576
cv_val_Sen,0.6977
cv_val_Spe,0.9286
cv_val_PPV,0.8333
cv_val_NPV,0.8571
cv_val_Youden Index,0.6262
cv_val_AUC,0.8272
cv_val_95% CIs,[0.7460-0.9085]
cv_val_Std,0.0415
