,Coef
PCA_feature_3,0.09437528844500065
PCA_feature_10,-0.2074256500622682
PCA_feature_11,0.22805744117540017
PCA_feature_19,0.2378359912975867
PCA_feature_22,0.22119438939693348
PCA_feature_23,0.18934576528570135
PCA_feature_27,0.33539356277023835
PCA_feature_30,-0.10490220059338407
PCA_feature_54,-0.5126306785288999
PCA_feature_59,-0.5198467835466514
PCA_feature_129,4.198893712337382e-14
PCA_feature_131,-4.349069534295893e-14
PCA_feature_138,-2.7237459661176828e-14
PCA_feature_140,7.590113357959454e-15
PCA_feature_154,6.3285037602656705e-15
