,label,PCA_feature_3,PCA_feature_11,PCA_feature_13,PCA_feature_127,PCA_feature_129,PCA_feature_160,PCA_feature_162
22,1.0,1.1176427403898566,-1.0172358761446576,-0.034377607965943024,3.6456298049825087e-16,-1.734723475976807e-18,-5.204170427930421e-17,-1.2836953722228372e-16
22,0.0,0.561733193467024,0.02594522956937318,1.7001927810004631,-8.673617379884035e-17,6.279698983036042e-16,-2.498001805406602e-16,-6.92154666914746e-16
23,0.0,-0.26489577480088233,-0.8035520877589343,0.585326131742816,0.0,-4.40619762898109e-16,1.249000902703301e-16,-6.765421556309548e-17
24,0.0,-4.261625887568386,0.09897668423511699,-1.0628618774984655,-2.6194324487249787e-16,-4.909267437014364e-16,-7.806255641895632e-17,-3.3480163086352377e-16
25,1.0,3.2859232520487516,-0.3206658363652197,-0.5221772842998794,6.938893903907228e-17,8.465450562766819e-16,-6.245004513516506e-17,-3.7296554733501353e-16
26,0.0,-3.3730799866045302,-1.7297342401640843,0.775045988958269,-6.106226635438361e-16,2.42861286636753e-16,6.886852199627924e-16,-5.447031714567174e-16
27,1.0,0.06985673468634784,0.36066612306529533,-0.5619392774118084,4.40619762898109e-16,3.122502256758253e-16,-2.0816681711721685e-17,7.164407955784213e-16
28,1.0,-0.5344520564374365,0.4888737052505881,-0.283633192727012,6.175615574477433e-16,1.8648277366750676e-16,-1.457167719820518e-16,3.157196726277789e-16
28,0.0,-2.294917467513718,-0.8696716083528713,0.987638760301918,-1.6306400674181987e-16,-1.7878493824285968e-16,3.7816971776294395e-16,5.074066167232161e-17
29,0.0,-3.170884761415053,0.39592549059699067,0.2530716110435852,-1.0408340855860843e-16,-1.0373646386341306e-15,0.0,-4.423544863740858e-16
30,0.0,-4.845540138143935,0.5681025882414474,-1.0553645473550097,-1.8388068845354155e-16,6.938893903907228e-18,-1.734723475976807e-17,-5.967448757360216e-16
31,0.0,-2.301349879680759,0.9864460241787942,1.2197165663554874,9.020562075079397e-17,5.689893001203927e-16,-1.734723475976807e-17,1.3791051634015616e-16
31,1.0,4.8811716283407405,1.2035970457346394,0.4634153141348762,2.0122792321330962e-16,3.712308238590367e-16,-1.8735013540549517e-16,-1.249000902703301e-16
32,1.0,0.5920672688582355,-0.48179933857830626,-1.0042039574387374,7.28583859910259e-17,4.336808689942018e-17,-6.591949208711867e-17,-1.3704315460216776e-16
32,0.0,2.0522043489551107,0.977762746127883,0.23656111969424282,6.696032617270475e-16,3.0184188481996443e-16,1.5525775109992423e-16,1.0928757898653885e-16
33,0.0,-3.9336006862494535,0.8563640335104192,-1.3162832808730343,1.491862189340054e-16,-3.660266534311063e-16,1.942890293094024e-16,-5.238864897449957e-16
34,1.0,-0.5244662103463618,0.10854255020207393,0.3474866192687062,3.365363543395006e-16,2.8189256484623115e-17,-9.71445146547012e-17,3.316574445633158e-16
35,1.0,1.1771832690969786,-1.2329361250853101,-0.01735563458775004,3.608224830031759e-16,-2.671474153004283e-16,2.0816681711721685e-17,1.3964523981613297e-16
35,0.0,-2.1240522044026093,0.2373475925666445,0.10920996749560283,6.331740687315346e-16,2.7755575615628914e-17,2.6020852139652106e-17,-2.914335439641036e-16
36,1.0,0.2963586242234454,-0.561463416287631,-0.32342142853709765,2.42861286636753e-16,5.2562121322097255e-16,-2.5326962749261384e-16,2.914335439641036e-16
36,0.0,-2.226744201560343,-0.5721438603713098,-0.8843464354860614,3.0184188481996443e-16,-1.5785983631388945e-16,3.2439329000766293e-16,-3.7643499428696714e-16
37,0.0,-5.869274237288751,0.5391237389245747,-1.4184769697406205,-1.7694179454963432e-16,-2.463307335887066e-16,1.0755285551056204e-16,-6.071532165918825e-16
37,1.0,3.134133843174123,-1.7980630223482523,-0.38327295587770865,5.551115123125783e-17,-3.712308238590367e-16,-6.938893903907228e-17,2.185751579730777e-16
38,0.0,-4.770297072198677,0.1948056141702222,-0.842886868231879,1.6653345369377348e-16,-6.149594722337781e-16,1.1102230246251565e-16,-5.715913853343579e-16
39,0.0,-3.3793720118218773,-0.06752057403718331,-0.3685060825211053,-3.469446951953614e-17,-1.3357370765021415e-16,-1.9081958235744878e-16,3.8163916471489756e-17
39,1.0,1.3494934852343021,-1.2923798579082157,0.21602843998543086,2.636779683484747e-16,7.068998164605489e-16,2.7755575615628914e-17,9.71445146547012e-17
40,0.0,-4.189767549731806,-0.04723428722681401,-1.1916639163823706,-2.740863092043355e-16,-3.9768535686768303e-16,-1.700029006457271e-16,-3.3566899260151217e-16
40,1.0,0.41070330660141535,-1.0513872414457086,0.03716277934008767,3.5388358909926865e-16,2.862293735361732e-17,1.0408340855860843e-17,-2.8102520310824275e-16
42,0.0,-0.25786651232885627,0.03659142403984818,0.5904432425505358,-6.591949208711867e-17,6.782768791069316e-16,-1.43982048506075e-16,1.6306400674181987e-16
42,1.0,1.0973383451853287,-1.2491771127396203,-0.1382269273748679,2.3592239273284576e-16,3.191891195797325e-16,-1.0408340855860843e-16,9.042246118529107e-17
43,1.0,4.888280302259437,1.6192885607162701,-0.4482864129504336,1.083334810747516e-15,3.9985376121265404e-16,-3.469446951953614e-17,2.740863092043355e-16
43,0.0,-3.019982160673699,0.817069187173554,-0.07890970651871179,6.938893903907228e-17,1.6740081543176188e-16,-1.8041124150158794e-16,-6.245004513516506e-17
44,1.0,-0.11886074070828034,0.5214082421852402,0.34859726745440717,3.2612801348363973e-16,0.0,-5.139118297581291e-16,1.1882855810441129e-15
45,1.0,3.7306562849714417,-0.4568607724989694,0.7045635722196472,3.885780586188048e-16,-6.938893903907228e-17,-1.249000902703301e-16,4.5102810375396984e-17
45,0.0,-3.7850174250861555,-0.9469625419891532,0.6235606203737742,2.0643209364124004e-16,-2.7582103268031233e-16,5.030698080332741e-16,-4.518954654919582e-16
46,0.0,-1.9732903808378064,0.3507795185538884,0.12950113511448527,2.1510571102112408e-16,-2.7755575615628914e-17,1.1796119636642288e-16,2.636779683484747e-16
46,1.0,1.1588416586899344,-0.5551988274617671,0.9765849194853914,5.863365348801608e-16,-3.9898639947466563e-16,9.367506770274758e-17,2.2638141361497333e-16
47,1.0,2.919337635939918,0.08548964692814343,-0.6306236367466685,5.898059818321144e-16,-2.42861286636753e-17,1.249000902703301e-16,2.480654570646834e-16
48,1.0,-0.83093877010341,-0.39318468427732445,-0.4136858177043559,3.8163916471489756e-16,-3.209238430557093e-17,7.28583859910259e-17,3.157196726277789e-16
48,0.0,-2.4636054481524607,-0.7376875436987553,0.15194016583420253,-1.249000902703301e-16,-7.025630077706069e-17,2.1163626406917047e-16,-2.0816681711721685e-16
49,1.0,0.9392620658263623,-0.49522652969280057,-0.22973271155234698,3.469446951953614e-16,-2.671474153004283e-16,-1.1102230246251565e-16,5.759281940243e-16
49,0.0,4.959940105055295,0.22267137753010896,0.8331301064301757,2.706168622523819e-16,-4.718447854656915e-16,2.220446049250313e-16,3.729655473350135e-17
51,1.0,0.5013562898458179,0.051400949541337934,0.5343267024292663,5.759281940243e-16,4.939625097843958e-16,-4.163336342344337e-17,2.185751579730777e-16
51,0.0,-2.430627572471841,1.7497166826886694,0.08560707773837446,5.447031714567174e-16,-1.0755285551056204e-16,-7.632783294297951e-17,-3.972516759986888e-16
52,1.0,2.815369036504693,0.43240398099977484,-0.8757007977691137,8.049116928532385e-16,6.4791921827733745e-16,1.5439038936193583e-16,1.491862189340054e-16
52,0.0,-2.0452593868998914,0.6919601667573725,-0.34850897482960935,4.3021142204224816e-16,-6.973588373426765e-16,-1.3877787807814457e-17,-1.3704315460216776e-16
53,0.0,-4.679350468707561,0.6131300956675867,-1.3933907847165803,-2.706168622523819e-16,-6.609296443471635e-16,-3.122502256758253e-16,-7.73686670285656e-16
53,1.0,1.1583702953228703,-1.4891308589978685,-1.4446474425785873,-4.649058915617843e-16,-1.3686968225457008e-15,-8.222589276130066e-16,3.191891195797325e-16
54,0.0,-0.25102754051925585,-0.020355859737649168,-0.3202492139748829,5.863365348801608e-16,2.2898349882893854e-16,3.0184188481996443e-16,-2.0469737016526324e-16
54,1.0,0.3103138154520919,-0.5378921236614294,0.7837278720011973,1.5265566588595902e-16,4.371503159461554e-16,-8.326672684688674e-17,2.914335439641036e-16
55,0.0,-2.293024805022901,0.17369997014629462,0.24476290542403445,1.3877787807814457e-16,-1.942890293094024e-16,4.85722573273506e-17,6.418476861114186e-17
56,0.0,-0.6536827857406553,-0.1814511260340876,0.17039738423541884,-3.469446951953614e-18,-1.6653345369377348e-16,-1.3530843112619095e-16,-1.734723475976807e-16
57,1.0,0.7506462945407937,-0.9249948368619404,0.3008730632150464,-1.734723475976807e-17,3.194059600142296e-16,-1.249000902703301e-16,1.97758476261356e-16
58,0.0,1.9167867055045147,0.5846399878402668,0.14498595459448363,8.673617379884035e-16,-4.475586568020162e-16,2.7755575615628914e-17,-2.7582103268031233e-16
59,1.0,1.5696606092391499,0.40520749053666694,0.8337837380543567,-2.1337098754514727e-16,6.175615574477433e-16,-3.95516952522712e-16,1.6653345369377348e-16
60,0.0,-0.30117856718289243,1.5768230953268416,2.1945713763345536,5.2562121322097255e-16,5.828670879282072e-16,-5.204170427930421e-18,1.0061396160665481e-16
60,1.0,1.1282279162019897,0.743191433511268,-0.20416969576537106,4.163336342344337e-16,1.5785983631388945e-16,4.5102810375396984e-17,-5.551115123125783e-17
61,1.0,-0.416084114004904,0.33877841803071085,-0.3550092348858438,2.6020852139652106e-16,1.8735013540549517e-16,-4.996003610813204e-16,7.754213937616328e-16
62,0.0,0.27766025760776397,-0.7791312274805785,-0.08864390771042656,9.367506770274758e-17,5.0090140368830305e-17,-4.85722573273506e-17,-2.0339632755828063e-16
63,0.0,-3.6579789411552377,0.10668602661337198,0.05174609934746033,-1.249000902703301e-16,-5.741934705483231e-16,2.5847379792054426e-16,-3.139849491518021e-16
64,0.0,8.530482104005054,1.559443403888616,-0.7145813099063325,1.0408340855860843e-15,1.2871648191747909e-15,2.3592239273284576e-16,-1.6458188978329957e-16
66,0.0,-1.3003343504424671,0.7151214787659461,-0.1833330987304181,5.724587470723463e-16,-3.5908775952719907e-16,3.0531133177191805e-16,3.469446951953614e-18
68,0.0,0.9952947084228988,-0.2923061667318834,-0.07212574997598054,-3.677613769070831e-16,6.106226635438361e-16,3.469446951953614e-17,-6.175615574477433e-16
69,0.0,-2.806212004847997,-0.1789663108347167,0.4240714620157418,-4.961309141293668e-16,1.6306400674181987e-16,1.249000902703301e-16,-2.3245294578089215e-16
71,0.0,-2.5685790132490633,1.2145220769382072,-0.2628148193110534,7.112366251504909e-17,3.174543961037557e-16,-3.2439329000766293e-16,-1.3704315460216776e-16
74,0.0,-1.3268033993747892,0.32492886045227215,-0.09495849133286957,2.42861286636753e-16,-7.771561172376096e-16,-1.1102230246251565e-16,-1.5612511283791264e-17
75,0.0,-1.442742706336765,-0.5845782018359479,0.44967212548310986,2.0556473190325164e-16,6.938893903907228e-18,8.500145032286355e-17,-1.8561541192951836e-16
76,0.0,-4.643502763434583,0.2674829057325238,-0.5134441798609947,-4.163336342344337e-16,-2.706168622523819e-16,-4.163336342344337e-17,-4.371503159461554e-16
77,0.0,-4.910406950892955,0.27956643021413663,-0.9533185297005967,-4.822531263215524e-16,-4.996003610813204e-16,-2.706168622523819e-16,-8.777700788442644e-16
79,0.0,-0.3484953100349927,0.21933486709221106,1.0536183783134354,3.8163916471489756e-17,-1.1119577481011333e-15,5.655198531684391e-16,-6.626643678231403e-16
80,0.0,0.5352824418166727,-0.8902751366587045,-0.271402906026548,-1.1102230246251565e-16,1.97758476261356e-16,-3.139849491518021e-16,-5.585809592645319e-16
81,0.0,-1.0058425501455301,1.042136043010833,0.12673251626044488,5.585809592645319e-16,1.3444106938820255e-16,2.220446049250313e-16,-3.469446951953614e-17
82,0.0,-1.9497451137264314,-0.14686084672018979,-1.3805428474847137,-1.1102230246251565e-16,3.139849491518021e-16,2.185751579730777e-16,-1.5300261058115439e-15
83,0.0,-0.07882261059996085,1.3198859551433546,-0.027774467849331193,1.0061396160665481e-15,-5.793976409762536e-16,1.1102230246251565e-16,-7.112366251504909e-17
84,0.0,0.2525158037261868,1.0272677288931293,-0.011500994385966773,9.020562075079397e-17,1.1839487723541708e-16,4.3021142204224816e-16,-8.187894806610529e-16
85,0.0,1.2391920884794358,-0.6977258695143226,-0.025291533335454405,7.320533068622126e-16,5.204170427930421e-18,3.469446951953614e-18,1.474514954580286e-16
86,0.0,-2.1047143381605524,0.4793235156142649,0.9980543441529238,-1.5959455978986625e-16,4.926614671774132e-16,-6.938893903907228e-17,-3.2612801348363973e-16
87,0.0,-5.36007985078661,1.558353251612392,-0.6713475673231061,-8.604228440844963e-16,-8.743006318923108e-16,1.942890293094024e-16,-8.98586760555986e-16
88,0.0,-1.1140144583731824,-0.02065575694991776,-0.1830053297392483,1.5612511283791264e-16,-3.0184188481996443e-16,-2.3765711620882257e-16,-1.465841337200402e-16
90,0.0,-1.40644489607648,0.13985480567326003,0.7565161002182428,3.0531133177191805e-16,-1.4224732503009818e-16,1.6653345369377348e-16,1.700029006457271e-16
91,0.0,-4.6119159773951255,0.4010712854756415,-0.02778797562533969,-6.002143226879753e-16,-1.951563910473908e-16,-1.2836953722228372e-16,-8.118505867571457e-16
96,0.0,1.9325894980278475,0.5433108625702784,0.20935938271405508,5.689893001203927e-16,1.734723475976807e-17,4.163336342344337e-17,-2.688821387764051e-16
98,0.0,2.485603698832743,1.0240869494924165,-0.21397950250212608,9.922618282587337e-16,2.8449465006019636e-16,2.8449465006019636e-16,2.740863092043355e-16
99,0.0,-3.5757934611834026,-0.4701459987103559,-1.0985851453788227,-2.7755575615628914e-16,-7.494005416219807e-16,-2.7755575615628914e-17,-3.443426099813962e-16
100,0.0,-0.868627073748111,0.9565466435647528,-0.7295134135247416,5.863365348801608e-16,-9.93129189996722e-17,7.719519468096792e-17,4.3368086899420177e-16
101,0.0,-1.789871155902223,-0.6809782737121239,0.2589063883914514,2.3592239273284576e-16,-9.332812300755222e-16,-6.938893903907228e-17,1.222980050563649e-16
102,0.0,-3.9587038088478685,2.0223740449049274,0.9208029456729087,-9.783840404509192e-16,-2.983724378680108e-16,1.3704315460216776e-16,-3.642919299551295e-16
103,0.0,-1.2664986715614166,-0.2028909368081213,0.31262298584309844,-2.983724378680108e-16,-1.7515286096503324e-16,8.326672684688674e-17,-2.727852665973529e-16
105,0.0,-1.7999832773603321,-0.6995646050624327,1.0710481060762866,-1.1102230246251565e-16,-4.163336342344337e-17,1.5265566588595902e-16,-3.2959746043559335e-16
107,0.0,-2.3046587229519004,-0.180705192677177,0.23649663592830994,1.214306433183765e-16,-2.6020852139652106e-18,-1.3877787807814457e-16,4.5102810375396984e-17
108,0.0,-1.1752793658347322,0.9154846931557002,0.5700416283115637,-5.620504062164855e-16,7.988401606873197e-16,-6.938893903907228e-18,5.967448757360216e-16
110,0.0,0.45569503559109126,0.16025926635697738,0.2203605198961785,6.522560269672795e-16,2.3071822230491534e-16,3.2612801348363973e-16,-2.914335439641036e-16
114,0.0,-0.3533614901043498,0.3272746666992766,-0.1454046593661421,-1.3877787807814457e-17,-2.259477327459791e-16,2.7701365507004638e-17,7.355227538141662e-16
117,0.0,-0.537070283188053,-0.3259933210791767,0.9762600549775177,6.591949208711867e-17,-1.5612511283791264e-16,5.204170427930421e-18,5.100087019371813e-16
118,0.0,-3.183170974016746,0.032555389044957146,0.1349980669715577,-2.42861286636753e-17,-3.4867941867133823e-16,-4.657732532997727e-16,1.9081958235744878e-16
119,0.0,-3.2390847991798277,0.8455054843004297,0.2043066258479406,-3.2612801348363973e-16,2.740863092043355e-16,-1.8388068845354155e-16,-9.367506770274758e-17
120,0.0,-2.8487950432876614,0.6479863354199378,0.6620947597860625,2.0122792321330962e-16,-1.1136924715771102e-15,1.8041124150158794e-16,-1.700029006457271e-16
