,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.5960
balance_train_Cutoff,0.5000
balance_train_Acc,0.6726
balance_train_MCC,0.3646
balance_train_Sen,0.8333
balance_train_Spe,0.5119
balance_train_PPV,0.6306
balance_train_NPV,0.7544
balance_train_Youden Index,0.3452
balance_train_AUC,0.6893
balance_train_95% CIs,[0.6080-0.7707]
balance_train_Std,0.0415
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4428
train_Cutoff,0.5000
train_Acc,0.6142
train_MCC,0.3146
train_Sen,0.8140
train_Spe,0.5119
train_PPV,0.4605
train_NPV,0.8431
train_Youden Index,0.3259
train_AUC,0.6880
train_95% CIs,[0.5944-0.7816]
train_Std,0.0477
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4588
test_Cutoff,0.4886
test_Acc,0.6545
test_MCC,0.4474
test_Sen,0.9474
test_Spe,0.5000
test_PPV,0.5000
test_NPV,0.9474
test_Youden Index,0.4474
test_AUC,0.6784
test_95% CIs,[0.5367-0.8201]
test_Std,0.0723
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7294
cv_train_Cutoff,0.4808
cv_train_Acc,0.7247
cv_train_MCC,0.4586
cv_train_Sen,0.8244
cv_train_Spe,0.6250
cv_train_PPV,0.6873
cv_train_NPV,0.7807
cv_train_Youden Index,0.4494
cv_train_AUC,0.7624
cv_train_95% CIs,[0.7264-0.7984]
cv_train_Std,0.0184
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5307
cv_val_Cutoff,0.5073
cv_val_Acc,0.7402
cv_val_MCC,0.4375
cv_val_Sen,0.6744
cv_val_Spe,0.7738
cv_val_PPV,0.6042
cv_val_NPV,0.8228
cv_val_Youden Index,0.4482
cv_val_AUC,0.7258
cv_val_95% CIs,[0.6322-0.8193]
cv_val_Std,0.0477
