,label,PCA_feature_2,PCA_feature_3,PCA_feature_10,PCA_feature_129,PCA_feature_131,PCA_feature_140,PCA_feature_154
16,0.0,-4.542256446849349,-17.773352285261133,2.0218789746732795,1.249000902703301e-16,-1.2004286453759505e-15,-1.609823385706477e-15,-4.440892098500626e-16
16,1.0,-0.13420413176225038,4.0616414260344555,-4.391765188481473,4.649058915617843e-16,-2.0816681711721685e-17,3.3306690738754696e-16,4.649058915617843e-16
17,1.0,-9.159624113661817,3.949183249362618,-1.3975196264218828,1.6566609195578508e-15,2.0816681711721685e-15,6.38378239159465e-16,-3.608224830031759e-16
17,0.0,-7.893400361397055,-5.93073284164741,7.487453069592778,-1.5543122344752192e-15,2.7755575615628914e-16,2.220446049250313e-16,-5.551115123125783e-17
18,0.0,1.3005683683719877,14.105391365313107,7.840969547770214,-1.3877787807814457e-15,2.4980018054066022e-15,4.996003610813204e-16,1.1102230246251565e-16
18,1.0,-10.981674384147738,-3.618688830225742,-3.303225945427295,1.3600232051658168e-15,5.689893001203927e-16,1.249000902703301e-16,-7.771561172376096e-16
19,1.0,-7.71423430150381,8.509448401353094,-1.2795900014775223,1.1657341758564144e-15,-3.885780586188048e-16,1.1102230246251565e-16,3.3306690738754696e-16
19,0.0,2.990818144798749,-19.380880548218407,0.49444280237182014,2.3869795029440866e-15,2.7408630920433552e-15,-1.7208456881689926e-15,-1.304512053934559e-15
19,1.0,-7.714234301503809,8.509448401353096,-1.2795900014775223,1.0477729794899915e-15,-4.0245584642661925e-16,1.1102230246251565e-16,3.3306690738754696e-16
20,0.0,-5.71923971922376,-10.968484579875305,1.0746037195972262,1.1379786002407855e-15,-1.7486012637846216e-15,-3.608224830031759e-16,2.42861286636753e-16
20,1.0,-0.04897337537004587,6.730154175306302,-5.593730680225662,1.582067810090848e-15,1.9081958235744878e-16,-1.8041124150158794e-16,8.326672684688674e-17
20,1.0,-0.04897337537004587,6.730154175306302,-5.593730680225662,1.582067810090848e-15,1.9081958235744878e-16,-1.8041124150158794e-16,8.326672684688674e-17
21,0.0,1.2399200241950938,-20.907911013696285,-1.4600941718374156,-8.049116928532385e-16,-2.7755575615628914e-16,-2.609024107869118e-15,-2.220446049250313e-16
21,1.0,46.031297909758855,-5.350835435246644,-3.7975361361408995,-1.0824674490095276e-15,-2.220446049250313e-16,-1.27675647831893e-15,-7.216449660063518e-16
21,1.0,46.031297909758855,-5.350835435246644,-3.7975361361408995,-1.0824674490095276e-15,-2.220446049250313e-16,-1.27675647831893e-15,-7.216449660063518e-16
22,1.0,-6.029531469874373,6.403486560666575,1.494248413191957,1.429412144204889e-15,-2.3071822230491534e-16,5.551115123125783e-16,1.942890293094024e-16
22,0.0,38.01165672686497,19.938035020869883,1.6431317533846408,-4.9404924595819466e-15,4.773959005888173e-15,1.6375789613221059e-15,5.551115123125783e-16
22,1.0,-6.029531469874373,6.403486560666575,1.494248413191957,1.429412144204889e-15,-2.3071822230491534e-16,5.551115123125783e-16,1.942890293094024e-16
23,0.0,-6.412686278306367,-2.1092027426203037,3.3342848523079605,1.4779844015322396e-15,2.7755575615628914e-17,-1.1102230246251565e-16,8.187894806610529e-16
23,1.0,-5.789512539093109,19.07110791414616,-0.4748413248741145,6.800116025829084e-16,-1.3183898417423734e-15,8.049116928532385e-16,7.771561172376096e-16
23,1.0,-5.789512539093109,19.07110791414616,-0.4748413248741145,6.800116025829084e-16,-1.3183898417423734e-15,8.049116928532385e-16,7.771561172376096e-16
24,1.0,-9.229177869916798,11.166337991513627,-1.753401058805477,1.124100812432971e-15,4.163336342344337e-17,5.273559366969494e-16,2.7755575615628914e-17
24,0.0,19.766385231032828,-16.090905342686384,-10.473601806853823,5.967448757360216e-16,6.192962809237201e-16,-4.822531263215524e-16,-8.743006318923108e-16
24,1.0,-9.229177869916798,11.166337991513627,-1.7534010588054765,1.2212453270876722e-15,-2.220446049250313e-16,5.273559366969494e-16,2.7755575615628914e-17
25,0.0,-6.555158949841152,-15.633493051881077,4.425060951326931,-3.122502256758253e-16,3.95516952522712e-16,-1.6653345369377348e-15,-1.1379786002407855e-15
27,1.0,-14.85475363056799,-8.225663490204155,2.6533432639914314,-2.7755575615628914e-17,3.191891195797325e-16,-1.2559397966072083e-15,-5.134781488891349e-16
27,1.0,-14.85475363056799,-8.225663490204155,2.6533432639914314,-2.7755575615628914e-17,3.191891195797325e-16,-1.2559397966072083e-15,-5.134781488891349e-16
27,0.0,4.735305343573543,-10.430777800481074,3.56632482084712,7.632783294297951e-16,1.4779844015322396e-15,9.71445146547012e-17,-3.885780586188048e-16
28,1.0,-11.336815741769145,-8.730198129624107,0.2162857636642116,1.6375789613221059e-15,0.0,-7.042977312465837e-16,-4.85722573273506e-17
28,1.0,-11.336815741769144,-8.730198129624108,0.21628576366421093,1.3565537582138631e-15,3.2612801348363973e-16,-7.042977312465837e-16,-4.85722573273506e-17
28,0.0,1.5924868623033965,-7.342084794874495,8.66650840274139,-6.661338147750939e-16,6.522560269672795e-16,-8.118505867571457e-16,-9.020562075079397e-16
28,1.0,-11.336815741769144,-8.730198129624108,0.21628576366421093,1.3565537582138631e-15,3.2612801348363973e-16,-7.042977312465837e-16,-4.85722573273506e-17
28,1.0,-11.336815741769145,-8.730198129624107,0.2162857636642116,1.6375789613221059e-15,0.0,-7.042977312465837e-16,-4.85722573273506e-17
29,0.0,2.4814810303651345,-19.133230205897295,-2.836087450793876,-8.326672684688674e-16,1.8943180357666733e-15,-1.27675647831893e-15,-1.27675647831893e-15
29,1.0,-6.198853381003565,6.367630478436662,-1.927673377050629,1.6237011735142914e-15,-9.43689570931383e-16,1.3877787807814457e-16,2.498001805406602e-16
29,1.0,-6.198853381003565,6.367630478436662,-1.927673377050629,1.6237011735142914e-15,-9.43689570931383e-16,1.3877787807814457e-16,2.498001805406602e-16
30,0.0,18.47160835832021,-19.79545896044667,-9.165145241439348,-1.2906342661267445e-15,1.762479051592436e-15,-8.881784197001252e-16,-1.4155343563970746e-15
31,1.0,4.340743201669184,33.873517887501414,7.910403104583568,1.3600232051658168e-15,8.604228440844963e-16,2.6229018956769323e-15,7.424616477180734e-16
31,1.0,4.340743201669184,33.873517887501414,7.910403104583568,1.3600232051658168e-15,8.604228440844963e-16,2.6229018956769323e-15,7.424616477180734e-16
32,1.0,-2.600416157098839,4.937632087778015,-1.8184861750704724,1.9532986339498848e-15,-1.9446250165700008e-15,8.604228440844963e-16,3.885780586188048e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,8.465450562766819e-16,-7.979727989493313e-16,8.326672684688674e-16,-3.0531133177191805e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,8.465450562766819e-16,-7.979727989493313e-16,8.326672684688674e-16,-3.0531133177191805e-16
33,1.0,0.9455963250188898,10.795953348002081,-2.1649244935651786,8.465450562766819e-16,-7.979727989493313e-16,8.326672684688674e-16,-3.0531133177191805e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,7.91033905045424e-16,-1.0685896612017132e-15,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,7.91033905045424e-16,-1.0685896612017132e-15,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,7.91033905045424e-16,-1.0685896612017132e-15,-5.273559366969494e-16,6.106226635438361e-16
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,7.91033905045424e-16,-1.0685896612017132e-15,-5.273559366969494e-16,6.106226635438361e-16
34,0.0,-0.01676037461618965,1.866382247271289,6.593623530480148,-1.6930901125533637e-15,1.0547118733938987e-15,9.020562075079397e-16,-1.3461454173580023e-15
34,1.0,-10.38428589962609,-5.947411353994331,0.5593979122156102,7.91033905045424e-16,-1.0685896612017132e-15,-5.273559366969494e-16,6.106226635438361e-16
35,0.0,2.595067297372538,-11.130356763588715,0.535551944348867,-8.326672684688674e-16,3.8163916471489756e-16,-4.996003610813204e-16,-5.273559366969494e-16
35,1.0,-7.7259088236966305,4.557445127961215,-2.1100134002023463,1.5543122344752192e-15,-9.43689570931383e-16,1.3877787807814457e-17,-4.163336342344337e-17
35,1.0,-7.7259088236966305,4.557445127961215,-2.1100134002023463,1.5543122344752192e-15,-9.43689570931383e-16,1.3877787807814457e-17,-4.163336342344337e-17
36,0.0,22.833383649084134,-5.480417170129288,-3.9586905906386884,-5.273559366969494e-16,1.9845236565174673e-15,1.942890293094024e-16,-1.1934897514720433e-15
37,1.0,-9.011897806349362,13.320923467877913,-1.5383023571971353,1.8876908499873557e-15,-8.326672684688674e-16,4.163336342344337e-16,-4.440892098500626e-16
37,0.0,33.941631237011876,-22.90122669435643,-14.070138009432101,-1.5404344466674047e-15,2.192690473634684e-15,-2.3245294578089215e-15,-2.4424906541753444e-15
38,1.0,-11.62817365585647,-1.581277640019615,4.556605821325042,9.853229343548264e-16,-4.440892098500626e-16,8.326672684688674e-16,-5.551115123125783e-17
39,0.0,-3.7079875072375565,-17.040804739518396,1.8624371249646265,1.457167719820518e-15,-1.790234627208065e-15,-1.1102230246251565e-15,-2.220446049250313e-16
39,1.0,-9.559590375335805,4.639050662304868,-2.1550161105209242,1.429412144204889e-15,-7.771561172376096e-16,-4.163336342344337e-16,1.3877787807814457e-16
40,1.0,-8.486281152634072,0.9617731741340474,-3.7300558161086634,8.604228440844963e-16,-9.71445146547012e-17,-2.7755575615628914e-17,1.1102230246251565e-16
40,1.0,-8.486281152634072,0.9617731741340474,-3.7300558161086634,8.604228440844963e-16,-9.71445146547012e-17,-2.7755575615628914e-17,1.1102230246251565e-16
41,0.0,3.298630918420665,-5.00872430915185,-5.101661088856656,1.0009354456386177e-15,1.491862189340054e-16,-9.992007221626409e-16,2.914335439641036e-16
41,1.0,-16.062381897606723,1.9392463220876346,-4.633960128598789,-1.6653345369377348e-16,-3.0531133177191805e-16,-4.440892098500626e-16,-2.220446049250313e-16
42,1.0,-9.755419058960667,2.8471864884504967,-3.1617531190395733,7.771561172376096e-16,1.2628786905111156e-15,5.551115123125783e-16,-5.551115123125783e-17
42,0.0,-10.978937809008432,-5.11128650364826,-4.993526871643499,5.828670879282072e-16,5.551115123125783e-17,-1.1102230246251565e-15,-1.1102230246251565e-16
43,1.0,-18.255632404777728,21.386606659038797,-10.12897287673014,1.2073675392798577e-15,-6.661338147750939e-16,1.5543122344752192e-15,1.2212453270876722e-15
43,1.0,-18.25563240477773,21.386606659038797,-10.128972876730142,7.494005416219807e-16,-8.187894806610529e-16,1.5543122344752192e-15,1.2212453270876722e-15
43,1.0,-18.255632404777728,21.386606659038797,-10.12897287673014,1.2073675392798577e-15,-6.661338147750939e-16,1.5543122344752192e-15,1.2212453270876722e-15
43,0.0,-4.022176995521728,-18.234070782388315,-3.9787669475371406,-2.498001805406602e-16,8.465450562766819e-16,-2.0816681711721685e-15,-5.689893001203927e-16
45,1.0,-9.01061437570844,17.887345642933894,0.8806500037345375,1.4432899320127035e-15,-5.828670879282072e-16,1.4988010832439613e-15,7.771561172376096e-16
46,0.0,-5.841213334360577,-15.027642783677342,2.423145653196034,1.457167719820518e-15,8.743006318923108e-16,-1.2212453270876722e-15,-8.881784197001252e-16
47,0.0,-7.41879375755692,-14.150144076631744,6.2710065519384255,-5.551115123125783e-16,3.0531133177191805e-16,-1.304512053934559e-15,-2.3592239273284576e-16
49,0.0,16.83545661017123,35.33501409060131,8.123928988866492,3.469446951953614e-16,-1.1379786002407855e-15,3.6637359812630166e-15,-4.475586568020162e-16
50,1.0,-10.86041972874916,-0.49881968229071205,-4.998194318288878,-1.5265566588595902e-16,-4.3021142204224816e-16,-1.942890293094024e-16,9.992007221626409e-16
50,0.0,8.625527887877018,-7.662748716347271,1.9273287274100566,1.4224732503009818e-16,1.1934897514720433e-15,-9.71445146547012e-17,2.8449465006019636e-16
51,1.0,-12.2598146258883,-1.9096411830177387,-3.3163154536841186,7.355227538141662e-16,7.91033905045424e-16,-1.6653345369377348e-16,3.3306690738754696e-16
51,1.0,-12.259814625888298,-1.9096411830177387,-3.3163154536841186,6.661338147750939e-16,8.604228440844963e-16,-1.6653345369377348e-16,3.3306690738754696e-16
51,0.0,0.19256868153319734,-17.546406712183174,2.304599008513369,-1.8110513089197866e-15,2.9976021664879227e-15,-1.5543122344752192e-15,1.6653345369377348e-16
52,0.0,5.436770232027972,-15.462047919925677,-4.186990688444718,-1.762479051592436e-15,3.4555691641457997e-15,-2.275957200481571e-15,1.6653345369377348e-15
53,1.0,24.535196869969226,13.038253965300008,-4.594383234809418,9.43689570931383e-16,9.43689570931383e-16,3.4416913763379853e-15,3.3306690738754696e-16
53,1.0,24.535196869969226,13.038253965300008,-4.594383234809418,9.43689570931383e-16,9.43689570931383e-16,3.4416913763379853e-15,3.3306690738754696e-16
53,0.0,9.900395374542676,-17.727360928874916,-4.422851273773141,-5.828670879282072e-16,1.0547118733938987e-15,-5.412337245047638e-16,2.7755575615628914e-17
54,1.0,-8.939954303954458,0.2667460131061128,-0.7541712595693392,6.591949208711867e-16,3.3306690738754696e-16,2.498001805406602e-16,3.469446951953614e-16
54,0.0,-3.5617981225076654,-2.074169770652383,-1.992000006676485,-3.0531133177191805e-16,1.5265566588595902e-16,-1.2455314557513475e-15,1.942890293094024e-16
54,1.0,-8.939954303954458,0.266746013106113,-0.7541712595693395,7.28583859910259e-16,9.71445146547012e-17,2.498001805406602e-16,3.469446951953614e-16
55,1.0,-10.839454231092507,-4.206210211517652,3.256638858451792,1.7069679003611782e-15,-1.0269562977782698e-15,-5.273559366969494e-16,8.881784197001252e-16
55,0.0,-2.231169067006716,-11.672765639746494,-1.5313295499293123,1.6479873021779667e-16,4.787836793695988e-16,-2.534430998402115e-15,3.5388358909926865e-16
55,1.0,-10.839454231092507,-4.206210211517652,3.256638858451792,1.7069679003611782e-15,-1.0269562977782698e-15,-5.273559366969494e-16,8.881784197001252e-16
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,-1.7069679003611782e-15,-1.1761425167122752e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,-1.7069679003611782e-15,-1.1761425167122752e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,-1.7069679003611782e-15,-1.1761425167122752e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,1.0,-0.18907790013392745,11.662694398559479,4.941813269964718,-1.7069679003611782e-15,-1.1761425167122752e-15,-1.2238474123016374e-15,1.4155343563970746e-15
56,0.0,2.473005265303993,1.235158285011429,4.090252005699638,8.81239525796218e-16,1.1830814106161824e-15,6.106226635438361e-16,1.0547118733938987e-15
57,1.0,-5.883912495066165,5.0713745425967725,0.697840514021085,2.7712207528729493e-15,-1.2177758801357186e-15,-1.0824674490095276e-15,8.569533971325427e-16
58,0.0,-11.775505228022139,2.1832717825744847,3.623810386458589,1.6653345369377348e-16,2.1649348980190553e-15,1.887379141862766e-15,-1.1102230246251565e-16
59,1.0,4.744159574177207,18.958589288396194,10.157561443227937,1.0967789176863363e-15,-2.467210463708014e-15,2.6645352591003757e-15,1.6982942829812941e-15
61,0.0,-15.617353620169732,-4.573440680200145,1.6317409330171986,2.2690183065776637e-15,-1.609823385706477e-15,-1.734723475976807e-16,5.551115123125783e-17
62,0.0,0.5491367814740685,6.361401662823677,-4.149679413225632,-1.457167719820518e-16,-1.1258355359089478e-15,8.239936510889834e-16,1.0269562977782698e-15
62,1.0,-4.262263973735923,7.3170466809705585,-0.08797223266748838,1.27675647831893e-15,-5.551115123125783e-16,-9.71445146547012e-17,-6.245004513516506e-17
63,0.0,4.456714872180622,-15.054721902435132,1.8263708490136983,-6.938893903907228e-16,1.9671764217576992e-15,-2.4424906541753444e-15,4.0245584642661925e-16
65,0.0,16.547840471528136,-11.089550680057345,-3.4285350694775873,-8.326672684688674e-16,9.575673587391975e-16,-5.93275428784068e-16,8.326672684688674e-17
67,0.0,-3.2526821815703424,8.158247041711771,2.814153275951366,-2.3592239273284576e-16,-6.505213034913027e-16,2.7755575615628914e-17,2.636779683484747e-16
68,0.0,14.495741719931672,13.724237138367346,2.63237660985612,1.052977149917922e-15,0.0,-2.3592239273284576e-16,4.822531263215524e-16
74,0.0,-6.553319850478263,-14.082435925362288,1.7067816660939221,1.0824674490095276e-15,1.2073675392798577e-15,-1.887379141862766e-15,-5.551115123125783e-17
76,0.0,21.282664809551033,-16.097807128302215,-3.6268759995892896,-1.6792123247455493e-15,1.5959455978986625e-15,-1.1518563880486e-15,-1.5543122344752192e-15
77,0.0,17.019138029771153,-17.89624816023759,-7.321707322640028,-2.248201624865942e-15,8.604228440844963e-16,-1.214306433183765e-15,-7.216449660063518e-16
78,0.0,2.2141639712668586,-10.880748090704511,2.420507339802136,-1.3877787807814457e-16,1.7590096046404824e-15,-7.077671781985373e-16,-1.8041124150158794e-16
79,0.0,48.83434205767405,14.147496338920371,-1.001360949365533,-4.9404924595819466e-15,5.551115123125783e-15,8.326672684688674e-17,-1.3877787807814457e-15
80,0.0,3.9410307943223626,9.038172796002572,2.9697071177152417,1.1102230246251565e-16,-1.2628786905111156e-15,3.9898639947466563e-16,5.620504062164855e-16
81,0.0,-5.021505755194304,-9.133471340704183,0.6565318795103405,2.723515857283587e-16,5.967448757360216e-16,-4.163336342344337e-16,-4.2327252813834093e-16
82,0.0,13.195935888766014,-6.949454735719569,-1.1883616282494032,-5.620504062164855e-16,2.7755575615628914e-17,-5.273559366969494e-16,-9.853229343548264e-16
83,0.0,-7.009894708403321,-9.253535018029472,15.945865440105289,7.771561172376096e-16,1.4155343563970746e-15,-4.440892098500626e-16,-8.049116928532385e-16
85,0.0,-8.545672239562549,3.2212038119293767,-2.3164853141992126,2.220446049250313e-16,4.0939474033052647e-16,-1.1657341758564144e-15,-3.469446951953614e-16
87,0.0,26.288691984380065,-20.46368882337186,-7.543575353190397,-3.9968028886505635e-15,2.4980018054066022e-15,-1.6514567491299204e-15,9.992007221626409e-16
88,0.0,1.7077510231524649,0.7764920898276824,1.1940655958743032,1.227316859253591e-16,1.0269562977782698e-15,-1.6653345369377348e-16,6.453171330633722e-16
91,0.0,9.35854525612507,-17.856661914058204,-0.7622962620742738,-1.4988010832439613e-15,1.5265566588595902e-15,-1.887379141862766e-15,-8.326672684688674e-16
92,0.0,-3.9653799186371668,2.1406508346853186,1.3430005836403054,6.38378239159465e-16,1.6618650899857812e-15,1.1657341758564144e-15,-3.608224830031759e-16
93,0.0,-10.036981328195072,-4.176623159986273,4.383356408925792,1.3877787807814457e-16,1.304512053934559e-15,6.38378239159465e-16,-8.465450562766819e-16
95,0.0,1.5407306696750798,-13.62335216497357,-3.6104578158241947,4.0939474033052647e-16,1.2420620087993939e-15,-9.43689570931383e-16,5.551115123125783e-17
96,0.0,-0.9773986911773972,11.309365577328451,5.507039873688705,4.961309141293668e-16,2.7755575615628914e-16,1.1102230246251565e-15,-5.724587470723463e-16
97,0.0,7.146298050068639,28.251707256068997,-4.9131730575080645,-1.124100812432971e-15,1.3322676295501878e-15,-2.2898349882893854e-16,3.7296554733501353e-16
98,0.0,-15.336078377635758,6.188512806624069,3.518673552696745,9.992007221626409e-16,2.0261570199409107e-15,2.4424906541753444e-15,-4.163336342344337e-16
99,0.0,18.63244635159852,-13.08908427426738,-6.092849448819431,-1.1102230246251565e-16,1.096345236817342e-15,-2.2169766022983595e-15,7.91033905045424e-16
100,0.0,-6.247969117558991,-8.736951000116017,0.998743060297036,-6.626643678231403e-16,-1.2420620087993939e-15,-6.106226635438361e-16,-7.112366251504909e-17
101,0.0,-5.5621582057649395,-14.376381910406543,1.955009143704907,5.967448757360216e-16,5.412337245047638e-16,-1.304512053934559e-15,2.7755575615628914e-17
102,0.0,21.072314919408456,-13.5933474296553,2.7690983897250003,-3.58046925441613e-15,1.970645868709653e-15,-8.465450562766819e-16,1.3877787807814457e-15
103,0.0,14.121589124619884,3.094338891243155,3.4483074956568323,1.5265566588595902e-16,2.498001805406602e-16,5.828670879282072e-16,1.1934897514720433e-15
104,0.0,-7.148886955535579,-9.166407397865452,6.307645175555803,-1.797173521111972e-15,9.228728892196614e-16,4.163336342344337e-16,-1.5265566588595902e-16
105,0.0,0.19756656503951087,-7.863044006887829,7.1171082939886094,3.469446951953614e-17,2.1996293675385914e-15,-3.8163916471489756e-16,8.881784197001252e-16
107,0.0,-4.269830605847617,-10.41563327459658,-2.7905342907738953,1.1102230246251565e-16,6.245004513516506e-16,-5.412337245047638e-16,-1.0547118733938987e-15
108,0.0,-14.297085641121194,-10.436901268139179,3.716183066123968,7.095019016745141e-16,-1.9012569296705806e-15,-1.8578888427711604e-15,-7.216449660063518e-16
109,0.0,0.584615654912769,2.1988755234487125,2.5406833860627347,9.159339953157541e-16,8.326672684688674e-16,-5.273559366969494e-16,7.077671781985373e-16
111,0.0,-7.272943888842567,-14.018682167928075,3.024387106533036,-2.1094237467877974e-15,-3.191891195797325e-16,-2.2065682614424986e-15,-6.38378239159465e-16
112,0.0,11.761891039724073,11.787295127345958,9.172100483190412,-7.91033905045424e-16,1.3877787807814457e-16,9.159339953157541e-16,-2.1371793224034263e-15
113,0.0,-0.8925974520696145,-5.683107910454294,8.084877905255361,8.257283745649602e-16,3.5388358909926865e-16,-6.38378239159465e-16,-1.8735013540549517e-16
114,0.0,-14.502624946652192,-4.358317829551325,0.8555340679901868,-2.0643209364124004e-15,6.29704621779581e-16,-1.949829186997931e-15,-2.636779683484747e-16
116,0.0,-9.554188775749134,-18.04886689144242,3.8554406152993743,-3.8441472227646045e-15,-1.7763568394002505e-15,1.27675647831893e-15,-4.85722573273506e-16
117,0.0,-6.899394193000004,-4.093387072905957,9.051350724818658,8.049116928532385e-16,2.2898349882893854e-16,-9.43689570931383e-16,1.8821749714348357e-16
118,0.0,-2.4610120274740703,-14.229452973110954,3.9903039559691154,4.787836793695988e-16,-4.787836793695988e-16,-1.85268467234323e-15,-6.38378239159465e-16
119,0.0,-3.5866008996983254,-15.959240036633016,3.444334306799191,-4.0245584642661925e-16,1.5126788710517758e-15,-6.522560269672795e-16,-1.6618650899857812e-15
