,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8860
balance_train_Cutoff,0.5721
balance_train_Acc,0.8869
balance_train_MCC,0.7765
balance_train_Sen,0.9286
balance_train_Spe,0.8452
balance_train_PPV,0.8571
balance_train_NPV,0.9221
balance_train_Youden Index,0.7738
balance_train_AUC,0.9117
balance_train_95% CIs,[0.8657-0.9577]
balance_train_Std,0.0235
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8200
train_Cutoff,0.5212
train_Acc,0.8583
train_MCC,0.7260
train_Sen,0.9535
train_Spe,0.8095
train_PPV,0.7193
train_NPV,0.9714
train_Youden Index,0.7630
train_AUC,0.9150
train_95% CIs,[0.8674-0.9626]
train_Std,0.0243
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5008
test_Cutoff,1.0000
test_Acc,0.5091
test_MCC,0.0014
test_Sen,0.4737
test_Spe,0.5278
test_PPV,0.3462
test_NPV,0.6552
test_Youden Index,0.0015
test_AUC,0.5007
test_95% CIs,[0.3588-0.6426]
test_Std,0.0724
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9170
cv_train_Cutoff,0.6651
cv_train_Acc,0.8735
cv_train_MCC,0.7476
cv_train_Sen,0.8542
cv_train_Spe,0.8929
cv_train_PPV,0.8885
cv_train_NPV,0.8596
cv_train_Youden Index,0.7470
cv_train_AUC,0.9265
cv_train_95% CIs,[0.9062-0.9469]
cv_train_Std,0.0104
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5229
cv_val_Cutoff,2.0000
cv_val_Acc,0.6614
cv_val_MCC,0.0000
cv_val_Sen,0.0000
cv_val_Spe,1.0000
cv_val_PPV,0.0000
cv_val_NPV,0.6614
cv_val_Youden Index,0.0000
cv_val_AUC,0.4993
cv_val_95% CIs,[0.4072-0.5915]
cv_val_Std,0.0470
