,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_Relief_4_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_5_SVM,127,43,84,0.8735,[0.8121-0.9348],0.0313,0.7195,0.4246,0.5587,0.7795,0.5872,0.8372,0.7500,0.6316,0.9000
Mean_PCA_Relief_5_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_6_SVM,127,43,84,0.8779,[0.8171-0.9387],0.0310,0.7130,0.4229,0.6381,0.8189,0.6694,0.8837,0.7857,0.6786,0.9296
Mean_PCA_Relief_6_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_7_SVM,127,43,84,0.8779,[0.8171-0.9387],0.0310,0.7130,0.4229,0.6381,0.8189,0.6694,0.8837,0.7857,0.6786,0.9296
Mean_PCA_Relief_7_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_8_SVM,127,43,84,0.8787,[0.8182-0.9393],0.0309,0.7146,0.4180,0.6381,0.8189,0.6694,0.8837,0.7857,0.6786,0.9296
Mean_PCA_Relief_8_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_9_SVM,127,43,84,0.8823,[0.8240-0.9407],0.0298,0.7118,0.3625,0.6433,0.8031,0.6797,0.9535,0.7262,0.6406,0.9683
Mean_PCA_Relief_9_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_10_SVM,127,43,84,0.8821,[0.8236-0.9405],0.0298,0.7119,0.3599,0.6322,0.7953,0.6678,0.9535,0.7143,0.6308,0.9677
Mean_PCA_Relief_10_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_11_SVM,127,43,84,0.8821,[0.8236-0.9405],0.0298,0.7119,0.3599,0.6322,0.7953,0.6678,0.9535,0.7143,0.6308,0.9677
Mean_PCA_Relief_11_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_12_SVM,127,43,84,0.8978,[0.8450-0.9507],0.0270,0.7523,0.3801,0.6879,0.8268,0.7267,0.9767,0.7500,0.6667,0.9844
Mean_PCA_Relief_12_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_13_SVM,127,43,84,0.8978,[0.8450-0.9507],0.0270,0.7523,0.3801,0.6879,0.8268,0.7267,0.9767,0.7500,0.6667,0.9844
Mean_PCA_Relief_13_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_14_SVM,127,43,84,0.8998,[0.8472-0.9523],0.0268,0.7413,0.3830,0.6993,0.8346,0.7386,0.9767,0.7619,0.6774,0.9846
Mean_PCA_Relief_14_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_15_SVM,127,43,84,0.9017,[0.8496-0.9538],0.0266,0.7313,0.4541,0.7136,0.8504,0.7511,0.9535,0.7976,0.7069,0.9710
Mean_PCA_Relief_15_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_16_SVM,127,43,84,0.9017,[0.8496-0.9538],0.0266,0.7313,0.4541,0.7136,0.8504,0.7511,0.9535,0.7976,0.7069,0.9710
Mean_PCA_Relief_16_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_17_SVM,127,43,84,0.9017,[0.8496-0.9538],0.0266,0.7313,0.4541,0.7136,0.8504,0.7511,0.9535,0.7976,0.7069,0.9710
Mean_PCA_Relief_17_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_18_SVM,127,43,84,0.9020,[0.8495-0.9545],0.0268,0.7228,0.3953,0.7227,0.8504,0.7625,0.9767,0.7857,0.7000,0.9851
Mean_PCA_Relief_18_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_19_SVM,127,43,84,0.9078,[0.8574-0.9582],0.0257,0.7455,0.4742,0.7014,0.8425,0.7392,0.9535,0.7857,0.6949,0.9706
Mean_PCA_Relief_19_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_20_SVM,127,43,84,0.9236,[0.8773-0.9699],0.0236,0.7670,0.4439,0.7681,0.8740,0.8095,1.0000,0.8095,0.7288,1.0000
Mean_PCA_Relief_20_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
