,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_RFE_19_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_20_SVM,127,43,84,0.9643,[0.9356-0.9930],0.0146,0.9424,0.4497,0.8109,0.9134,0.8236,0.9070,0.9167,0.8478,0.9506
Mean_PCA_RFE_20_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_1_SVM,127,43,84,0.6747,[0.5702-0.7792],0.0533,0.5356,0.5502,0.3746,0.7244,0.3677,0.5581,0.8095,0.6000,0.7816
Mean_PCA_Relief_1_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_2_SVM,127,43,84,0.8743,[0.8136-0.9350],0.0310,0.7232,0.4469,0.5755,0.7953,0.5997,0.8140,0.7857,0.6604,0.8919
Mean_PCA_Relief_2_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_3_SVM,127,43,84,0.8746,[0.8135-0.9356],0.0312,0.7247,0.4581,0.5755,0.7953,0.5997,0.8140,0.7857,0.6604,0.8919
Mean_PCA_Relief_3_DT,127,43,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_4_SVM,127,43,84,0.8735,[0.8121-0.9348],0.0313,0.7195,0.4239,0.5587,0.7795,0.5872,0.8372,0.7500,0.6316,0.9000
