,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_KW_18_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_19_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
Mean_PCA_KW_19_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_20_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
Mean_PCA_KW_20_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_1_SVM,168,84,84,0.8639,[0.8071-0.9208],0.0290,0.7895,0.4651,0.6206,0.8095,0.6190,0.8452,0.7738,0.7889,0.8333
Mean_PCA_RFE_1_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_2_SVM,168,84,84,0.8639,[0.8071-0.9208],0.0290,0.7895,0.4651,0.6206,0.8095,0.6190,0.8452,0.7738,0.7889,0.8333
Mean_PCA_RFE_2_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_3_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_RFE_3_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_4_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_RFE_4_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_5_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_RFE_5_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_6_SVM,168,84,84,0.8984,[0.8510-0.9458],0.0242,0.8734,0.4840,0.6786,0.8393,0.6786,0.8452,0.8333,0.8353,0.8434
Mean_PCA_RFE_6_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_7_SVM,168,84,84,0.8984,[0.8510-0.9458],0.0242,0.8734,0.4840,0.6786,0.8393,0.6786,0.8452,0.8333,0.8353,0.8434
Mean_PCA_RFE_7_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_8_SVM,168,84,84,0.9143,[0.8708-0.9577],0.0222,0.8552,0.4425,0.7275,0.8631,0.7262,0.8929,0.8333,0.8427,0.8861
Mean_PCA_RFE_8_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_9_SVM,168,84,84,0.9211,[0.8805-0.9616],0.0207,0.9018,0.5739,0.7143,0.8571,0.7143,0.8571,0.8571,0.8571,0.8571
Mean_PCA_RFE_9_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_10_SVM,168,84,84,0.9211,[0.8805-0.9616],0.0207,0.9018,0.5739,0.7143,0.8571,0.7143,0.8571,0.8571,0.8571,0.8571
Mean_PCA_RFE_10_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_11_SVM,168,84,84,0.9267,[0.8884-0.9651],0.0196,0.9132,0.5609,0.7262,0.8631,0.7262,0.8571,0.8690,0.8675,0.8588
Mean_PCA_RFE_11_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_12_SVM,168,84,84,0.9368,[0.9008-0.9728],0.0184,0.9154,0.4180,0.7543,0.8750,0.7500,0.9286,0.8214,0.8387,0.9200
Mean_PCA_RFE_12_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_13_SVM,168,84,84,0.9379,[0.9026-0.9733],0.0180,0.9202,0.4040,0.7543,0.8750,0.7500,0.9286,0.8214,0.8387,0.9200
Mean_PCA_RFE_13_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_14_SVM,168,84,84,0.9600,[0.9327-0.9873],0.0139,0.9545,0.6102,0.8229,0.9107,0.8214,0.8810,0.9405,0.9367,0.8876
Mean_PCA_RFE_14_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_15_SVM,168,84,84,0.9600,[0.9327-0.9873],0.0139,0.9545,0.6102,0.8229,0.9107,0.8214,0.8810,0.9405,0.9367,0.8876
Mean_PCA_RFE_15_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_16_SVM,168,84,84,0.9646,[0.9413-0.9879],0.0119,0.9679,0.5711,0.8355,0.9167,0.8333,0.8810,0.9524,0.9487,0.8889
Mean_PCA_RFE_16_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_17_SVM,168,84,84,0.9646,[0.9413-0.9879],0.0119,0.9679,0.5711,0.8355,0.9167,0.8333,0.8810,0.9524,0.9487,0.8889
Mean_PCA_RFE_17_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_18_SVM,168,84,84,0.9646,[0.9413-0.9879],0.0119,0.9679,0.5711,0.8355,0.9167,0.8333,0.8810,0.9524,0.9487,0.8889
Mean_PCA_RFE_18_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_19_SVM,168,84,84,0.9646,[0.9413-0.9879],0.0119,0.9679,0.5711,0.8355,0.9167,0.8333,0.8810,0.9524,0.9487,0.8889
Mean_PCA_RFE_19_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_RFE_20_SVM,168,84,84,0.9664,[0.9440-0.9888],0.0114,0.9690,0.4497,0.8333,0.9167,0.8333,0.9167,0.9167,0.9167,0.9167
Mean_PCA_RFE_20_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_1_SVM,168,84,84,0.6828,[0.6008-0.7649],0.0419,0.7100,0.5502,0.3922,0.6905,0.3810,0.5714,0.8095,0.7500,0.6538
Mean_PCA_Relief_1_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_2_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_Relief_2_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_3_SVM,168,84,84,0.8897,[0.8397-0.9397],0.0255,0.8597,0.6553,0.6495,0.8214,0.6429,0.7500,0.8929,0.8750,0.7812
Mean_PCA_Relief_3_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_4_SVM,168,84,84,0.8892,[0.8388-0.9396],0.0257,0.8570,0.6563,0.6495,0.8214,0.6429,0.7500,0.8929,0.8750,0.7812
Mean_PCA_Relief_4_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_5_SVM,168,84,84,0.8892,[0.8388-0.9396],0.0257,0.8570,0.6575,0.6495,0.8214,0.6429,0.7500,0.8929,0.8750,0.7812
Mean_PCA_Relief_5_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_6_SVM,168,84,84,0.8912,[0.8401-0.9422],0.0260,0.8525,0.4278,0.6936,0.8452,0.6905,0.8929,0.7976,0.8152,0.8816
Mean_PCA_Relief_6_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_7_SVM,168,84,84,0.8912,[0.8401-0.9422],0.0260,0.8525,0.4278,0.6936,0.8452,0.6905,0.8929,0.7976,0.8152,0.8816
Mean_PCA_Relief_7_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_8_SVM,168,84,84,0.8917,[0.8409-0.9426],0.0260,0.8531,0.4180,0.6954,0.8452,0.6905,0.9048,0.7857,0.8085,0.8919
Mean_PCA_Relief_8_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_9_SVM,168,84,84,0.8934,[0.8430-0.9438],0.0257,0.8509,0.3625,0.6966,0.8393,0.6786,0.9524,0.7262,0.7767,0.9385
Mean_PCA_Relief_9_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_10_SVM,168,84,84,0.8931,[0.8427-0.9436],0.0257,0.8509,0.3599,0.6864,0.8333,0.6667,0.9524,0.7143,0.7692,0.9375
Mean_PCA_Relief_10_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_11_SVM,168,84,84,0.8931,[0.8427-0.9436],0.0257,0.8509,0.3599,0.6864,0.8333,0.6667,0.9524,0.7143,0.7692,0.9375
Mean_PCA_Relief_11_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_12_SVM,168,84,84,0.9041,[0.8562-0.9519],0.0244,0.8696,0.3801,0.7455,0.8631,0.7262,0.9762,0.7500,0.7961,0.9692
Mean_PCA_Relief_12_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_13_SVM,168,84,84,0.9041,[0.8562-0.9519],0.0244,0.8696,0.3801,0.7455,0.8631,0.7262,0.9762,0.7500,0.7961,0.9692
Mean_PCA_Relief_13_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_14_SVM,168,84,84,0.9066,[0.8592-0.9541],0.0242,0.8669,0.3830,0.7556,0.8690,0.7381,0.9762,0.7619,0.8039,0.9697
Mean_PCA_Relief_14_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_15_SVM,168,84,84,0.9089,[0.8615-0.9563],0.0242,0.8374,0.4541,0.7591,0.8750,0.7500,0.9524,0.7976,0.8247,0.9437
Mean_PCA_Relief_15_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_16_SVM,168,84,84,0.9089,[0.8615-0.9563],0.0242,0.8374,0.4541,0.7591,0.8750,0.7500,0.9524,0.7976,0.8247,0.9437
Mean_PCA_Relief_16_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_17_SVM,168,84,84,0.9089,[0.8615-0.9563],0.0242,0.8374,0.4541,0.7591,0.8750,0.7500,0.9524,0.7976,0.8247,0.9437
Mean_PCA_Relief_17_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_18_SVM,168,84,84,0.9099,[0.8620-0.9577],0.0244,0.8459,0.3953,0.7761,0.8810,0.7619,0.9762,0.7857,0.8200,0.9706
Mean_PCA_Relief_18_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_19_SVM,168,84,84,0.9109,[0.8640-0.9577],0.0239,0.8414,0.4742,0.7486,0.8690,0.7381,0.9524,0.7857,0.8163,0.9429
Mean_PCA_Relief_19_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_Relief_20_SVM,168,84,84,0.9270,[0.8836-0.9704],0.0221,0.8662,0.4439,0.8246,0.9048,0.8095,1.0000,0.8095,0.8400,1.0000
Mean_PCA_Relief_20_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
