,Number,PosNum,NegNum,AUC,95% CIs,Std,AUC-PR,Cutoff,MCC,Acc,Youden Index,Sen,Spe,PPV,NPV
Mean_PCA_KW_11_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_KW_11_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_12_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_KW_12_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_13_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_KW_13_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_14_SVM,168,84,84,0.8893,[0.8395-0.9392],0.0254,0.8590,0.6436,0.6364,0.8155,0.6310,0.7500,0.8810,0.8630,0.7789
Mean_PCA_KW_14_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_15_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
Mean_PCA_KW_15_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_16_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
Mean_PCA_KW_16_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_17_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
Mean_PCA_KW_17_DT,168,84,84,1.0000,[1.0000-1.0000],0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Mean_PCA_KW_18_SVM,168,84,84,0.9035,[0.8567-0.9503],0.0239,0.8424,0.3547,0.7254,0.8512,0.7024,0.9762,0.7262,0.7810,0.9683
