,Coef
PCA_feature_3,0.10031729174394144
PCA_feature_10,-0.176920044980161
PCA_feature_11,0.18101246120515313
PCA_feature_19,0.21001137425857141
PCA_feature_22,0.2487690245429106
PCA_feature_23,0.29933081849130583
PCA_feature_27,0.2904722864170287
PCA_feature_30,-0.20899529730861666
PCA_feature_37,0.2606644918951191
PCA_feature_54,-0.4323274148487677
PCA_feature_59,-0.6692279895680473
PCA_feature_129,4.1939979599559045e-14
PCA_feature_131,-4.260128103084654e-14
PCA_feature_138,-3.05930830899129e-14
PCA_feature_140,8.61768479698953e-15
PCA_feature_154,7.707711918729768e-15
PCA_feature_157,-1.360571362971482e-14
