,Coef
PCA_feature_2,-1.0405555994551243
PCA_feature_13,-2.5609636564666616
PCA_feature_14,-2.614703242494383
PCA_feature_129,-245107890590385.47
PCA_feature_136,-205388687934850.97
PCA_feature_137,1818626082203330.8
PCA_feature_138,-2433323545489762.0
PCA_feature_142,-226515687209394.12
PCA_feature_146,-1880335801769595.0
PCA_feature_148,-3408754029382414.0
PCA_feature_149,-2940380512154635.0
PCA_feature_150,-9738875003723000.0
PCA_feature_161,2260745882121615.5
PCA_feature_163,-1861141465705303.8
PCA_feature_164,-820469095519518.6
PCA_feature_165,1267781108397599.0
PCA_feature_167,15734965409952.543
