,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8528
balance_train_Cutoff,0.5122
balance_train_Acc,0.8512
balance_train_MCC,0.7085
balance_train_Sen,0.9167
balance_train_Spe,0.7857
balance_train_PPV,0.8105
balance_train_NPV,0.9041
balance_train_Youden Index,0.7024
balance_train_AUC,0.8707
balance_train_95% CIs,[0.8156-0.9259]
balance_train_Std,0.0281
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7602
train_Cutoff,0.5122
train_Acc,0.8268
train_MCC,0.6591
train_Sen,0.9070
train_Spe,0.7857
train_PPV,0.6842
train_NPV,0.9429
train_Youden Index,0.6927
train_AUC,0.8693
train_95% CIs,[0.8038-0.9349]
train_Std,0.0334
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7064
test_Cutoff,0.5011
test_Acc,0.8364
test_MCC,0.6715
test_Sen,0.8947
test_Spe,0.8056
test_PPV,0.7083
test_NPV,0.9355
test_Youden Index,0.7003
test_AUC,0.8962
test_95% CIs,[0.8130-0.9794]
test_Std,0.0424
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8511
cv_train_Cutoff,0.5249
cv_train_Acc,0.8080
cv_train_MCC,0.6187
cv_train_Sen,0.8542
cv_train_Spe,0.7619
cv_train_PPV,0.7820
cv_train_NPV,0.8393
cv_train_Youden Index,0.6161
cv_train_AUC,0.8641
cv_train_95% CIs,[0.8361-0.8921]
cv_train_Std,0.0143
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5671
cv_val_Cutoff,0.5121
cv_val_Acc,0.7165
cv_val_MCC,0.4345
cv_val_Sen,0.7674
cv_val_Spe,0.6905
cv_val_PPV,0.5593
cv_val_NPV,0.8529
cv_val_Youden Index,0.4579
cv_val_AUC,0.7724
cv_val_95% CIs,[0.6866-0.8583]
cv_val_Std,0.0438
