,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9241
balance_train_Cutoff,0.3671
balance_train_Acc,0.9048
balance_train_MCC,0.8246
balance_train_Sen,1.0000
balance_train_Spe,0.8095
balance_train_PPV,0.8400
balance_train_NPV,1.0000
balance_train_Youden Index,0.8095
balance_train_AUC,0.9398
balance_train_95% CIs,[0.9034-0.9761]
balance_train_Std,0.0185
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8732
train_Cutoff,0.3671
train_Acc,0.8740
train_MCC,0.7681
train_Sen,1.0000
train_Spe,0.8095
train_PPV,0.7288
train_NPV,1.0000
train_Youden Index,0.8095
train_AUC,0.9432
train_95% CIs,[0.9063-0.9802]
train_Std,0.0188
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4333
test_Cutoff,2.0000
test_Acc,0.6545
test_MCC,0.0000
test_Sen,0.0000
test_Spe,1.0000
test_PPV,0.0000
test_NPV,0.6545
test_Youden Index,0.0000
test_AUC,0.4342
test_95% CIs,[0.2954-0.5730]
test_Std,0.0708
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9644
cv_train_Cutoff,0.4707
cv_train_Acc,0.9301
cv_train_MCC,0.8633
cv_train_Sen,0.9732
cv_train_Spe,0.8869
cv_train_PPV,0.8959
cv_train_NPV,0.9707
cv_train_Youden Index,0.8601
cv_train_AUC,0.9707
cv_train_95% CIs,[0.9590-0.9824]
cv_train_Std,0.0060
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5846
cv_val_Cutoff,1.0000
cv_val_Acc,0.5748
cv_val_MCC,0.1662
cv_val_Sen,0.6279
cv_val_Spe,0.5476
cv_val_PPV,0.4154
cv_val_NPV,0.7419
cv_val_Youden Index,0.1755
cv_val_AUC,0.5878
cv_val_95% CIs,[0.4972-0.6784]
cv_val_Std,0.0462
