,Coef
PCA_feature_2,-0.044886726317268665
PCA_feature_3,0.10774712387802281
PCA_feature_10,-0.2340977109719393
PCA_feature_11,0.31918849550115247
PCA_feature_27,0.4089155861843496
PCA_feature_127,328172768074485.06
PCA_feature_129,229303649611834.6
PCA_feature_131,-417677169503499.8
PCA_feature_132,432794168860130.25
PCA_feature_133,290679488111419.2
PCA_feature_136,-69720998272723.195
PCA_feature_138,-360156602119422.56
PCA_feature_139,12342802330938.215
PCA_feature_140,-153901962249123.3
PCA_feature_154,-214654466734059.38
PCA_feature_167,93450714668720.94
