,Coef
PCA_feature_2,-0.042050196311977046
PCA_feature_3,0.11229648705207367
PCA_feature_10,-0.2948541412122403
PCA_feature_11,0.3858561248470657
PCA_feature_15,-0.3016447205253934
PCA_feature_23,0.6415281842496018
PCA_feature_27,0.5235339443489793
PCA_feature_127,285537983491162.75
PCA_feature_129,435288024526604.5
PCA_feature_130,55336532743732.15
PCA_feature_131,-539699458416933.9
PCA_feature_132,658453744845374.6
PCA_feature_133,97461699151280.25
PCA_feature_136,180502478422287.6
PCA_feature_138,-541786157612846.56
PCA_feature_139,21510449969564.496
PCA_feature_140,395151498286939.25
PCA_feature_151,-372003917886766.4
PCA_feature_154,-255319638705816.9
PCA_feature_167,-369804558364596.0
