,F,P
PCA_feature_57,0.01014822059277821,0.9198797131372176
PCA_feature_58,0.10101996373886193,0.7510085187544115
PCA_feature_59,5.427104056218344,0.021030555561297626
PCA_feature_60,0.0011802751949194356,0.9726352359001833
PCA_feature_61,0.044111613704743785,0.8339036517110501
PCA_feature_62,0.08749472457746224,0.767756277534713
PCA_feature_63,0.104996651811063,0.7463218163867321
PCA_feature_64,0.10019398500933822,0.7519946627523536
PCA_feature_65,0.05484860580152839,0.8151200259813429
PCA_feature_66,0.00011948353871949869,0.9912917408406335
PCA_feature_67,0.4899732806778117,0.4849190352986462
PCA_feature_68,0.002143729890646552,0.9631264493314062
PCA_feature_69,0.2764077043780987,0.5997670743601833
PCA_feature_70,0.4144888429707269,0.5205883865094706
PCA_feature_71,0.5865127535653353,0.4448583730570552
PCA_feature_72,0.11633508810129707,0.7334752045057535
PCA_feature_73,0.7591215498861591,0.3848618913689452
PCA_feature_74,2.7813249370362527,0.0972545838254305
PCA_feature_75,0.003809764567101255,0.9508574454671636
PCA_feature_76,0.27095179409292197,0.6033875934636108
PCA_feature_77,0.00711451109197927,0.9328817346142775
PCA_feature_78,0.008270539544009189,0.9276479195114503
PCA_feature_79,1.0246292868982514,0.31289658384544616
PCA_feature_80,0.001446296746798897,0.9697092933171695
PCA_feature_81,0.4561617124971786,0.5003630138274037
PCA_feature_82,0.048144301902443294,0.8265939420094377
PCA_feature_83,0.002726856878422795,0.9584167287312932
PCA_feature_84,0.5790471230559255,0.44776564136954844
PCA_feature_85,0.9488389154564689,0.33143232111186116
PCA_feature_86,0.07954411162667031,0.7782674821890117
PCA_feature_87,0.2465146482581323,0.6201968170934984
PCA_feature_88,0.05086699789766212,0.8218388702106082
PCA_feature_89,0.14511625546650372,0.7037339012504316
PCA_feature_90,0.02499097800616477,0.874581685833834
PCA_feature_91,0.1266824375990563,0.7223488267716452
PCA_feature_92,0.3359486896201217,0.5629628965747372
PCA_feature_93,0.037158086909127766,0.8473791732683158
PCA_feature_94,0.0016203067343169497,0.967939768724748
PCA_feature_95,0.35597298653664017,0.5515640915130005
PCA_feature_96,0.004907960974780269,0.9442327423579987
PCA_feature_97,0.07730872981514943,0.7813242294450602
PCA_feature_98,0.084047894775313,0.7722467879018291
PCA_feature_99,0.02155990405115648,0.8834420796634971
PCA_feature_100,0.10581901923530969,0.7453649159522673
PCA_feature_101,0.11149978034258978,0.7388645264477867
PCA_feature_102,0.5782850516397053,0.44806407297833106
PCA_feature_103,0.005799780006174331,0.9393864660532993
PCA_feature_104,0.0003862102301261228,0.9843443980131559
PCA_feature_105,0.4877941002884253,0.4858902259563844
PCA_feature_106,0.06333310570671362,0.8016146251539741
PCA_feature_107,0.7557457296091108,0.38591840330911475
PCA_feature_108,0.7763223614284008,0.3795421773124332
PCA_feature_109,0.1350757205954077,0.713694488780495
PCA_feature_110,0.11583815977589874,0.7340232392104304
PCA_feature_111,0.08239039600096246,0.774441755867905
PCA_feature_112,0.0603763635246724,0.8062056047019039
PCA_feature_113,0.014182389805595703,0.9053481765409139
PCA_feature_114,0.1127029895345058,0.7375114807377967
PCA_feature_115,0.008264926414907102,0.9276724079865556
PCA_feature_116,0.08417949590387853,0.7720735224918549
PCA_feature_117,0.03718061027633391,0.8473334983347327
PCA_feature_118,0.0002103255708895966,0.9884464158909346
PCA_feature_119,0.004722814785721711,0.9452930291474513
PCA_feature_120,0.05281084063238173,0.8185253760267117
PCA_feature_121,0.1627204621359466,0.6871832129461446
PCA_feature_122,0.08309768754660535,0.7735022147599877
PCA_feature_123,1.2670997426923463,0.2619362874101741
PCA_feature_124,1.069288230024574,0.3026103782323947
PCA_feature_125,7.913075001752611e-05,0.9929131557806752
PCA_feature_126,0.0049127189874494884,0.9442057616611698
PCA_feature_127,8.694630453695133,0.0036520359832802724
PCA_feature_128,0.20822773783213216,0.6487565064179839
PCA_feature_129,27.20660996375896,5.388806316522723e-07
PCA_feature_130,5.059297896997291,0.02580883727310702
PCA_feature_131,32.279429140513834,5.860295492041664e-08
PCA_feature_132,12.250019968959679,0.0005974958673237167
PCA_feature_133,11.72336777913448,0.0007775636837930892
PCA_feature_134,0.5485360374298293,0.4599628033867872
PCA_feature_135,0.02388357982501802,0.8773692422846069
PCA_feature_136,6.047495547616173,0.014951858267682984
PCA_feature_137,0.7506521404611166,0.38752038647177733
PCA_feature_138,14.800610187868525,0.00017012731313031706
PCA_feature_139,12.446057525852357,0.0005418927067543131
PCA_feature_140,19.89338788526835,1.503715266774238e-05
PCA_feature_141,1.9096494758205205,0.16885901663766562
PCA_feature_142,1.269163101028781,0.26154967897420933
PCA_feature_143,0.015069602779923958,0.9024469834819271
PCA_feature_144,1.505268842353166,0.2215996992274581
PCA_feature_145,0.0005609021328470734,0.9811336142151871
PCA_feature_146,0.9146343436353559,0.340278482298334
PCA_feature_147,0.02052406454140772,0.8862568441326625
PCA_feature_148,0.2951443598945515,0.5876713828002197
PCA_feature_149,0.6257369277037405,0.4300521027219285
PCA_feature_150,4.863132410250919,0.02881089142343727
PCA_feature_151,4.451879780540474,0.03636201301501316
PCA_feature_152,0.471657754308744,0.4931837687640588
PCA_feature_153,2.1798681997592824,0.1417209139287373
PCA_feature_154,21.417580701629575,7.410015779139469e-06
PCA_feature_155,0.004234517032964942,0.9481940444617232
PCA_feature_156,0.42454606684296603,0.5155783678682289
PCA_feature_157,4.277257802846763,0.040176689168083285
PCA_feature_158,0.05637753915141156,0.8126086031743297
PCA_feature_159,0.12493535734791361,0.7241906282703283
PCA_feature_160,0.09492159703496014,0.7583974489909245
PCA_feature_161,3.329963338488045,0.06982605688176155
PCA_feature_162,1.657257385093618,0.19976603756728953
PCA_feature_163,0.4238854885628694,0.5159048300958615
PCA_feature_164,3.34139696562816,0.06935249526653813
PCA_feature_165,2.5387579552994652,0.11298445455930067
PCA_feature_166,0.5736403594248229,0.44988970283622876
PCA_feature_167,8.097553067514932,0.004991363459133973
PCA_feature_168,0.4989565069446396,0.48094923184197214
