,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7500
balance_train_Cutoff,1.5000
balance_train_Acc,0.5000
balance_train_MCC,0.0000
balance_train_Sen,0.0000
balance_train_Spe,1.0000
balance_train_PPV,0.0000
balance_train_NPV,0.5000
balance_train_Youden Index,0.0000
balance_train_AUC,0.5000
balance_train_95% CIs,[0.5000-0.5000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.6693
train_Cutoff,1.5000
train_Acc,0.6614
train_MCC,0.0000
train_Sen,0.0000
train_Spe,1.0000
train_PPV,0.0000
train_NPV,0.6614
train_Youden Index,0.0000
train_AUC,0.5000
train_95% CIs,[0.5000-0.5000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6727
test_Cutoff,1.5000
test_Acc,0.6545
test_MCC,0.0000
test_Sen,0.0000
test_Spe,1.0000
test_PPV,0.0000
test_NPV,0.6545
test_Youden Index,0.0000
test_AUC,0.5000
test_95% CIs,[0.5000-0.5000]
test_Std,0.0000
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.5199
cv_train_Cutoff,0.4849
cv_train_Acc,0.5179
cv_train_MCC,0.0962
cv_train_Sen,0.9821
cv_train_Spe,0.0536
cv_train_PPV,0.5093
cv_train_NPV,0.7500
cv_train_Youden Index,0.0357
cv_train_AUC,0.5168
cv_train_95% CIs,[0.4863-0.5472]
cv_train_Std,0.0155
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3713
cv_val_Cutoff,0.4387
cv_val_Acc,0.3780
cv_val_MCC,0.0999
cv_val_Sen,0.9767
cv_val_Spe,0.0714
cv_val_PPV,0.3500
cv_val_NPV,0.8571
cv_val_Youden Index,0.0482
cv_val_AUC,0.5064
cv_val_95% CIs,[0.4302-0.5826]
cv_val_Std,0.0389
