,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9598
balance_train_Cutoff,0.4360
balance_train_Acc,0.9048
balance_train_MCC,0.8132
balance_train_Sen,0.9524
balance_train_Spe,0.8571
balance_train_PPV,0.8696
balance_train_NPV,0.9474
balance_train_Youden Index,0.8095
balance_train_AUC,0.9593
balance_train_95% CIs,[0.9331-0.9856]
balance_train_Std,0.0134
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9189
train_Cutoff,0.4360
train_Acc,0.8898
train_MCC,0.7779
train_Sen,0.9535
train_Spe,0.8571
train_PPV,0.7736
train_NPV,0.9730
train_Youden Index,0.8106
train_AUC,0.9540
train_95% CIs,[0.9206-0.9874]
train_Std,0.0170
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9018
test_Cutoff,0.7070
test_Acc,0.9091
test_MCC,0.7971
test_Sen,0.8421
test_Spe,0.9444
test_PPV,0.8889
test_NPV,0.9189
test_Youden Index,0.7865
test_AUC,0.9167
test_95% CIs,[0.8124-1.0000]
test_Std,0.0532
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9644
cv_train_Cutoff,0.5545
cv_train_Acc,0.9449
cv_train_MCC,0.8899
cv_train_Sen,0.9464
cv_train_Spe,0.9435
cv_train_PPV,0.9436
cv_train_NPV,0.9463
cv_train_Youden Index,0.8899
cv_train_AUC,0.9771
cv_train_95% CIs,[0.9657-0.9885]
cv_train_Std,0.0058
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6668
cv_val_Cutoff,0.5196
cv_val_Acc,0.8189
cv_val_MCC,0.5934
cv_val_Sen,0.7209
cv_val_Spe,0.8690
cv_val_PPV,0.7381
cv_val_NPV,0.8588
cv_val_Youden Index,0.5900
cv_val_AUC,0.8375
cv_val_95% CIs,[0.7612-0.9138]
cv_val_Std,0.0389
