,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9912
balance_train_Cutoff,0.8999
balance_train_Acc,0.9524
balance_train_MCC,0.9089
balance_train_Sen,0.9048
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,0.9130
balance_train_Youden Index,0.9048
balance_train_AUC,0.9895
balance_train_95% CIs,[0.9779-1.0000]
balance_train_Std,0.0059
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9775
train_Cutoff,0.8999
train_Acc,0.9606
train_MCC,0.9133
train_Sen,0.8837
train_Spe,1.0000
train_PPV,1.0000
train_NPV,0.9438
train_Youden Index,0.8837
train_AUC,0.9834
train_95% CIs,[0.9624-1.0000]
train_Std,0.0107
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5730
test_Cutoff,1.0000
test_Acc,0.5273
test_MCC,0.0995
test_Sen,0.6316
test_Spe,0.4722
test_PPV,0.3871
test_NPV,0.7083
test_Youden Index,0.1038
test_AUC,0.5519
test_95% CIs,[0.4131-0.6907]
test_Std,0.0708
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9871
cv_train_Cutoff,0.6539
cv_train_Acc,0.9613
cv_train_MCC,0.9228
cv_train_Sen,0.9702
cv_train_Spe,0.9524
cv_train_PPV,0.9532
cv_train_NPV,0.9697
cv_train_Youden Index,0.9226
cv_train_AUC,0.9870
cv_train_95% CIs,[0.9802-0.9938]
cv_train_Std,0.0035
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4712
cv_val_Cutoff,2.0000
cv_val_Acc,0.6614
cv_val_MCC,0.0000
cv_val_Sen,0.0000
cv_val_Spe,1.0000
cv_val_PPV,0.0000
cv_val_NPV,0.6614
cv_val_Youden Index,0.0000
cv_val_AUC,0.4709
cv_val_95% CIs,[0.3786-0.5633]
cv_val_Std,0.0471
