,Coef
PCA_feature_110,-0.14433688518306087
PCA_feature_124,-0.5957501216293537
PCA_feature_114,-0.38117975438639556
PCA_feature_18,-0.040177424583931476
PCA_feature_37,0.3658105831140712
PCA_feature_44,-0.01328305663696483
PCA_feature_109,-0.18618302045036608
PCA_feature_86,-0.26948188653497385
PCA_feature_112,-0.0067450719929391945
PCA_feature_8,-0.010808401774720977
PCA_feature_115,-0.09322541704122905
PCA_feature_107,-0.4204733904702655
PCA_feature_131,-8.107878523079072e-14
PCA_feature_41,0.04971786256571664
PCA_feature_27,0.3958441481790158
