,Coef
PCA_feature_2,-0.04695066390557293
PCA_feature_3,0.14514687363244158
PCA_feature_10,-0.26485254848089296
PCA_feature_11,0.34608532956164173
PCA_feature_15,-0.2891980404650784
PCA_feature_27,0.4532696221712094
PCA_feature_127,278094111540401.56
PCA_feature_129,202225575137133.3
PCA_feature_130,-17127364203657.45
PCA_feature_131,-513962483960776.8
PCA_feature_132,427965768752393.2
PCA_feature_133,170322969125510.44
PCA_feature_136,19809798437761.45
PCA_feature_138,-474010191745798.44
PCA_feature_139,91794569020693.58
PCA_feature_140,-307063976037398.0
PCA_feature_151,-366583997966999.75
PCA_feature_154,-519481831576358.9
PCA_feature_167,-281974345476959.75
