,Coef
PCA_feature_2,-0.9202685939213836
PCA_feature_10,-0.8262386320164375
PCA_feature_11,-1.0987292783884326
PCA_feature_13,-1.7210363325174947
PCA_feature_14,-2.167689102387404
PCA_feature_16,0.76007330089732
PCA_feature_20,-1.955585420934029
PCA_feature_25,1.3309838269986922
PCA_feature_33,-1.658414932180949
PCA_feature_60,-2.049944017775521
PCA_feature_129,1.9589308652743306e-14
PCA_feature_147,-7.768405583669891e-15
PCA_feature_148,-8.250230869964961e-15
PCA_feature_150,-1.1528685849225008e-14
PCA_feature_159,-1.4491773095388502e-15
PCA_feature_160,3.4592283016577434e-15
PCA_feature_161,2.0749016950334145e-16
PCA_feature_167,2.3785159749273473e-15
