,label,PCA_feature_3,PCA_feature_162,PCA_feature_163
1,0.0,-2.758241586647062,1.0755285551056204e-16,-2.0990154059319366e-16
1,1.0,4.450455152928563,-1.9081958235744878e-17,2.0469737016526324e-16
1,1.0,4.450455152928563,-1.9081958235744878e-17,2.0469737016526324e-16
1,1.0,4.450455152928563,-1.9081958235744878e-17,2.0469737016526324e-16
2,1.0,6.736429557835909,3.157196726277789e-16,8.500145032286355e-17
2,0.0,-0.526318377756612,4.198030811863873e-16,5.724587470723463e-17
2,1.0,6.736429557835909,3.157196726277789e-16,8.500145032286355e-17
2,1.0,6.736429557835909,3.157196726277789e-16,8.500145032286355e-17
3,1.0,-0.8322535979329475,1.0009354456386177e-15,-9.71445146547012e-17
5,1.0,-0.15412484136589127,2.975050761300224e-16,1.734723475976807e-18
5,0.0,1.4615717032689457,2.6020852139652106e-16,1.4224732503009818e-16
5,1.0,-0.15412484136589127,2.975050761300224e-16,1.734723475976807e-18
5,1.0,-0.15412484136589127,2.975050761300224e-16,1.734723475976807e-18
6,1.0,-0.24022443868703702,2.6194324487249787e-16,-2.0925101928970236e-16
7,0.0,-1.7637474442882104,2.463307335887066e-16,-1.4051260155412137e-16
7,1.0,-0.7097463204521569,2.1510571102112408e-16,1.6479873021779667e-17
7,1.0,-0.7097463204521569,2.42861286636753e-16,1.3877787807814457e-17
8,1.0,-1.2165130365745231,2.896988204881268e-16,-4.5102810375396984e-17
8,0.0,-2.125835847431967,4.3368086899420177e-16,-3.382710778154774e-17
8,1.0,-1.2165130365745231,2.896988204881268e-16,-4.5102810375396984e-17
9,0.0,-1.6316498253189669,-2.498001805406602e-16,1.4051260155412137e-16
10,1.0,1.9909145503468872,1.700029006457271e-16,-1.1796119636642288e-16
11,1.0,-0.9861853047151922,2.5500435096859064e-16,-7.806255641895632e-17
11,0.0,-0.4337000168558884,-8.326672684688674e-17,-2.185751579730777e-16
11,1.0,-0.9861853047151922,2.5500435096859064e-16,-7.806255641895632e-17
12,1.0,0.8363915760942415,-2.7755575615628914e-17,7.112366251504909e-17
12,1.0,0.8363915760942415,-2.7755575615628914e-17,7.112366251504909e-17
12,0.0,-1.6876126528640252,-1.4051260155412137e-16,-1.7694179454963432e-16
12,1.0,0.8363915760942415,-2.7755575615628914e-17,7.112366251504909e-17
12,1.0,0.8363915760942415,-2.7755575615628914e-17,7.112366251504909e-17
13,1.0,1.109104749703364,5.204170427930421e-16,-2.0816681711721685e-17
13,0.0,0.20311133387521232,-6.487865800153259e-16,6.591949208711867e-17
14,1.0,2.1354194637571142,-1.8041124150158794e-16,-2.1163626406917047e-16
14,0.0,1.1954365890073364,-5.863365348801608e-16,-1.3877787807814457e-16
15,1.0,2.988859668830028,-2.914335439641036e-16,-1.2663481374630692e-16
15,1.0,2.9888596688300275,-2.7582103268031233e-16,-6.526897078362737e-17
15,0.0,-3.9623273601215776,-5.462210544981971e-16,-1.0061396160665481e-16
17,0.0,0.3296911440054615,3.7383290907300193e-16,-1.3357370765021415e-16
17,1.0,1.4220990404645693,6.938893903907228e-18,6.591949208711867e-17
17,1.0,1.4220990404645693,6.938893903907228e-18,6.591949208711867e-17
18,0.0,2.3498442732728577,-3.469446951953614e-16,-3.5561831257524545e-16
19,0.0,-4.141118292334217,-5.143455106271233e-16,5.204170427930421e-17
19,1.0,1.810992665267792,-4.163336342344337e-17,-1.3877787807814457e-17
19,1.0,1.8109926652677923,2.0816681711721685e-17,-5.160802341031001e-17
21,0.0,-3.976443803452289,9.71445146547012e-17,-3.469446951953614e-18
22,1.0,1.1176427403898566,-1.2836953722228372e-16,-1.3877787807814457e-17
22,0.0,0.561733193467024,-6.92154666914746e-16,2.435118079402443e-16
22,1.0,1.1176427403898566,-1.2836953722228372e-16,-1.3877787807814457e-17
23,0.0,-0.26489577480088244,-7.28583859910259e-17,-2.0122792321330962e-16
24,0.0,-4.261625887568386,-3.3480163086352377e-16,-4.0245584642661925e-16
25,1.0,3.2859232520487516,-3.7296554733501353e-16,-5.551115123125783e-17
25,1.0,3.2859232520487516,-4.579669976578771e-16,4.163336342344337e-17
26,0.0,-3.3730799866045302,-5.447031714567174e-16,-2.8514517136368767e-17
27,1.0,0.06985673468634784,7.164407955784213e-16,3.5041414214731503e-16
27,1.0,0.06985673468634784,7.164407955784213e-16,3.5041414214731503e-16
28,0.0,-2.294917467513718,5.074066167232161e-17,1.6306400674181987e-16
28,1.0,-0.5344520564374365,3.157196726277789e-16,1.474514954580286e-16
28,1.0,-0.5344520564374365,3.157196726277789e-16,1.474514954580286e-16
29,0.0,-3.170884761415053,-4.423544863740858e-16,-3.2786273695961654e-16
30,0.0,-4.845540138143935,-5.967448757360216e-16,-1.32164244825983e-16
31,1.0,4.8811716283407405,-4.85722573273506e-17,-1.0061396160665481e-16
31,1.0,4.8811716283407405,-4.85722573273506e-17,-1.0061396160665481e-16
31,1.0,4.8811716283407405,-1.249000902703301e-16,3.9898639947466563e-17
31,0.0,-2.3013498796807594,1.0755285551056204e-16,-6.245004513516506e-16
31,1.0,4.8811716283407405,-1.249000902703301e-16,3.9898639947466563e-17
32,1.0,0.5920672688582356,-1.3183898417423734e-16,-1.8648277366750676e-16
32,1.0,0.5920672688582356,-1.3183898417423734e-16,-1.8648277366750676e-16
32,0.0,2.0522043489551107,1.0928757898653885e-16,2.636779683484747e-16
33,0.0,-3.9336006862494535,-5.238864897449957e-16,-1.3877787807814457e-16
34,1.0,-0.5244662103463618,3.316574445633158e-16,2.2551405187698492e-17
34,1.0,-0.5244662103463618,3.316574445633158e-16,2.2551405187698492e-17
35,1.0,1.1771832690969786,1.3964523981613297e-16,7.632783294297951e-17
35,0.0,-2.12405220440261,-2.740863092043355e-16,4.163336342344337e-17
36,1.0,0.2963586242234454,2.914335439641036e-16,1.4224732503009818e-16
36,1.0,0.2963586242234454,2.914335439641036e-16,1.4224732503009818e-16
36,1.0,0.2963586242234454,2.914335439641036e-16,1.4224732503009818e-16
36,0.0,-2.226744201560343,-3.7643499428696714e-16,-1.0408340855860843e-16
37,0.0,-5.869274237288751,-6.071532165918825e-16,-1.8583225236401546e-16
37,1.0,3.134133843174123,2.185751579730777e-16,1.1102230246251565e-16
37,1.0,3.134133843174123,2.185751579730777e-16,1.1102230246251565e-16
37,1.0,3.134133843174123,2.185751579730777e-16,1.1102230246251565e-16
37,1.0,3.134133843174123,2.185751579730777e-16,1.1102230246251565e-16
37,1.0,3.134133843174123,2.185751579730777e-16,1.1102230246251565e-16
38,0.0,-4.770297072198677,-5.715913853343579e-16,-2.688821387764051e-16
39,0.0,-3.3793720118218773,-3.122502256758253e-17,-1.1362438767648086e-16
39,1.0,1.3494934852343017,6.938893903907228e-17,8.673617379884035e-17
39,1.0,1.3494934852343021,9.71445146547012e-17,8.673617379884035e-17
40,0.0,-4.189767549731806,-3.3566899260151217e-16,6.982261990806649e-17
40,1.0,0.41070330660141535,-2.8102520310824275e-16,-1.734723475976807e-17
42,1.0,1.0973383451853287,9.042246118529107e-17,-1.8214596497756474e-17
42,0.0,-0.25786651232885627,1.6306400674181987e-16,2.949029909160572e-17
43,1.0,4.888280302259437,2.740863092043355e-16,5.950101522600448e-16
43,0.0,-3.019982160673699,-6.245004513516506e-17,-1.0755285551056204e-16
44,1.0,-0.11886074070828045,1.0547118733938987e-15,0.0
44,1.0,-0.11886074070828034,1.1882855810441129e-15,8.944667923005412e-18
45,1.0,3.7306562849714417,4.5102810375396984e-17,2.8449465006019636e-16
45,0.0,-3.7850174250861555,-4.518954654919582e-16,-9.194034422677078e-17
46,0.0,-1.9732903808378064,3.122502256758253e-16,-2.3201926491189795e-16
46,1.0,1.1588416586899344,2.2638141361497333e-16,-6.245004513516506e-17
47,1.0,2.919337635939918,2.480654570646834e-16,2.1510571102112408e-16
47,1.0,2.919337635939918,2.5500435096859064e-16,2.671474153004283e-16
47,1.0,2.919337635939918,2.480654570646834e-16,2.1510571102112408e-16
48,1.0,-0.83093877010341,3.157196726277789e-16,1.491862189340054e-16
48,0.0,-2.4636054481524607,-2.185751579730777e-16,-1.5612511283791264e-16
49,1.0,0.9392620658263623,5.759281940243e-16,7.28583859910259e-17
49,0.0,4.959940105055295,3.729655473350135e-17,2.636779683484747e-16
51,1.0,0.5013562898458179,2.185751579730777e-16,3.2959746043559335e-17
51,0.0,-2.430627572471841,-3.972516759986888e-16,-3.3393426912553537e-16
51,1.0,0.5013562898458179,2.185751579730777e-16,3.2959746043559335e-17
52,1.0,2.815369036504693,1.491862189340054e-16,3.9898639947466563e-17
52,1.0,2.815369036504693,1.491862189340054e-16,3.9898639947466563e-17
52,0.0,-2.0452593868998914,-1.3704315460216776e-16,-2.740863092043355e-16
53,0.0,-4.679350468707561,-7.73686670285656e-16,1.734723475976807e-17
53,1.0,1.1583702953228703,3.191891195797325e-16,3.920475055707584e-16
53,1.0,1.1583702953228694,2.740863092043355e-16,3.226585665316861e-16
54,1.0,0.3103138154520919,2.914335439641036e-16,2.42861286636753e-17
54,0.0,-0.25102754051925585,-2.0469737016526324e-16,1.0408340855860843e-17
54,1.0,0.3103138154520919,2.914335439641036e-16,2.42861286636753e-17
55,0.0,-2.293024805022901,6.418476861114186e-17,2.0469737016526324e-16
56,0.0,-0.6536827857406554,-2.1163626406917047e-16,-7.112366251504909e-17
57,1.0,0.7506462945407937,1.97758476261356e-16,2.1684043449710089e-16
57,1.0,0.7506462945407937,1.97758476261356e-16,2.1684043449710089e-16
57,1.0,0.7506462945407937,1.97758476261356e-16,2.1684043449710089e-16
57,1.0,0.7506462945407937,1.97758476261356e-16,2.1684043449710089e-16
58,0.0,1.9167867055045147,-1.214306433183765e-16,-2.7755575615628914e-17
59,1.0,1.5696606092391499,1.6653345369377348e-16,4.9439619065339e-16
60,0.0,-0.30117856718289243,1.0061396160665481e-16,-6.418476861114186e-16
60,1.0,1.1282279162019893,-4.336808689942018e-17,1.231653667943533e-16
61,1.0,-0.416084114004904,7.754213937616328e-16,-1.2836953722228372e-16
62,0.0,0.27766025760776397,-2.0339632755828063e-16,4.3042826247674526e-17
63,0.0,-3.6579789411552377,-3.139849491518021e-16,-1.1102230246251565e-16
64,0.0,8.530482104005054,-2.706168622523819e-16,5.724587470723463e-16
66,0.0,-1.3003343504424676,-6.938893903907228e-18,-6.938893903907228e-17
68,0.0,0.9952947084228988,-6.175615574477433e-16,-1.249000902703301e-16
69,0.0,-2.806212004847997,-2.3245294578089215e-16,-9.996344030316351e-17
71,0.0,-2.5685790132490633,-1.3704315460216776e-16,-2.2453826992174797e-16
74,0.0,-1.3268033993747892,-1.5612511283791264e-17,6.938893903907228e-18
75,0.0,-1.442742706336765,-1.4311468676808659e-16,-2.2551405187698492e-17
76,0.0,-4.643502763434583,-3.8510861166685117e-16,-3.122502256758253e-16
77,0.0,-4.910406950892955,-8.777700788442644e-16,-1.1275702593849246e-16
79,0.0,-0.3484953100349927,-6.626643678231403e-16,-3.1138286393783687e-16
80,0.0,0.5352824418166727,-5.585809592645319e-16,-1.93421667571414e-16
81,0.0,-1.00584255014553,-6.938893903907228e-17,-1.9081958235744878e-16
82,0.0,-1.9497451137264314,-1.5300261058115439e-15,-3.920475055707584e-16
83,0.0,-0.07882261059996085,-7.112366251504909e-17,2.237793284010081e-16
84,0.0,0.2525158037261867,-7.632783294297951e-16,-3.7470027081099033e-16
85,0.0,1.2391920884794358,1.474514954580286e-16,-6.071532165918825e-17
86,0.0,-2.104714338160553,-2.636779683484747e-16,-1.0842021724855044e-16
87,0.0,-5.36007985078661,-8.98586760555986e-16,-3.2959746043559335e-16
88,0.0,-1.1140144583731824,-1.465841337200402e-16,1.474514954580286e-16
90,0.0,-1.40644489607648,1.700029006457271e-16,4.336808689942018e-17
91,0.0,-4.6119159773951255,-8.118505867571457e-16,1.0408340855860843e-17
96,0.0,1.9325894980278475,-2.688821387764051e-16,4.163336342344337e-17
98,0.0,2.485603698832743,2.740863092043355e-16,-1.6089560239684886e-16
99,0.0,-3.5757934611834026,-3.443426099813962e-16,-1.249000902703301e-16
100,0.0,-0.868627073748111,4.3368086899420177e-16,-1.1275702593849246e-16
101,0.0,-1.789871155902223,1.222980050563649e-16,-5.204170427930421e-18
102,0.0,-3.958703808847868,-3.2786273695961654e-16,-4.649058915617843e-16
103,0.0,-1.2664986715614166,-2.727852665973529e-16,9.107298248878237e-17
105,0.0,-1.7999832773603328,-3.608224830031759e-16,-2.2551405187698492e-17
107,0.0,-2.3046587229519004,4.5102810375396984e-17,-1.734723475976807e-16
108,0.0,-1.1752793658347322,5.967448757360216e-16,6.049848122469115e-16
110,0.0,0.45569503559109115,-3.226585665316861e-16,5.0306980803327406e-17
114,0.0,-0.3533614901043498,7.355227538141662e-16,9.8879238130678e-17
117,0.0,-0.537070283188053,5.100087019371813e-16,1.1319070680748666e-16
118,0.0,-3.183170974016746,1.9081958235744878e-16,-1.4311468676808659e-16
119,0.0,-3.239084799179828,-5.898059818321144e-17,-3.7470027081099033e-16
120,0.0,-2.8487950432876605,-6.938893903907228e-17,7.45931094670027e-17
