,Coef
PCA_feature_2,-0.8977379704699716
PCA_feature_10,-0.8570853706801952
PCA_feature_11,-1.0989229599979167
PCA_feature_13,-1.6484280223670338
PCA_feature_14,-2.161252779868465
PCA_feature_20,-1.74101927483304
PCA_feature_25,0.9246458346454159
PCA_feature_33,-1.4559115765976396
PCA_feature_129,7.925631709173883e-15
PCA_feature_147,-3.268053411940645e-15
PCA_feature_148,-3.9403259192618524e-15
PCA_feature_150,-5.282750085339356e-15
PCA_feature_159,-7.808128593678295e-16
PCA_feature_160,1.858149943534696e-15
PCA_feature_161,2.6384336055468705e-16
PCA_feature_167,9.164779398049137e-16
