,Coef
PCA_feature_3,0.08086912977123868
PCA_feature_10,-0.4340660881273415
PCA_feature_11,0.45216004578888913
PCA_feature_19,0.40350121249116505
PCA_feature_22,0.5907140454127269
PCA_feature_23,0.8758040094587524
PCA_feature_27,0.7476954685804498
PCA_feature_30,-0.6793307625005645
PCA_feature_54,-1.7283907259799884
PCA_feature_59,-1.812284581787318
PCA_feature_129,741429787912733.2
PCA_feature_131,-1385176331609095.5
PCA_feature_138,-105270789348465.61
PCA_feature_140,1578654084724937.0
PCA_feature_154,806609231688181.5
PCA_feature_157,-726949663104096.2
