,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9168
balance_train_Cutoff,0.6486
balance_train_Acc,0.8750
balance_train_MCC,0.7543
balance_train_Sen,0.8214
balance_train_Spe,0.9286
balance_train_PPV,0.9200
balance_train_NPV,0.8387
balance_train_Youden Index,0.7500
balance_train_AUC,0.8889
balance_train_95% CIs,[0.8328-0.9449]
balance_train_Std,0.0286
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8674
train_Cutoff,0.6358
train_Acc,0.8898
train_MCC,0.7539
train_Sen,0.8372
train_Spe,0.9167
train_PPV,0.8372
train_NPV,0.9167
train_Youden Index,0.7539
train_AUC,0.8823
train_95% CIs,[0.8040-0.9607]
train_Std,0.0400
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7555
test_Cutoff,0.5610
test_Acc,0.8545
test_MCC,0.7190
test_Sen,0.9474
test_Spe,0.8056
test_PPV,0.7200
test_NPV,0.9667
test_Youden Index,0.7529
test_AUC,0.9211
test_95% CIs,[0.8483-0.9938]
test_Std,0.0371
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9015
cv_train_Cutoff,0.6107
cv_train_Acc,0.8452
cv_train_MCC,0.6915
cv_train_Sen,0.8185
cv_train_Spe,0.8720
cv_train_PPV,0.8648
cv_train_NPV,0.8277
cv_train_Youden Index,0.6905
cv_train_AUC,0.9037
cv_train_95% CIs,[0.8803-0.9272]
cv_train_Std,0.0119
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7558
cv_val_Cutoff,0.5164
cv_val_Acc,0.8425
cv_val_MCC,0.6698
cv_val_Sen,0.8605
cv_val_Spe,0.8333
cv_val_PPV,0.7255
cv_val_NPV,0.9211
cv_val_Youden Index,0.6938
cv_val_AUC,0.8621
cv_val_95% CIs,[0.7899-0.9344]
cv_val_Std,0.0369
