,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,1.0000
balance_train_Cutoff,0.7500
balance_train_Acc,1.0000
balance_train_MCC,1.0000
balance_train_Sen,1.0000
balance_train_Spe,1.0000
balance_train_PPV,1.0000
balance_train_NPV,1.0000
balance_train_Youden Index,1.0000
balance_train_AUC,1.0000
balance_train_95% CIs,[1.0000-1.0000]
balance_train_Std,0.0000
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,1.0000
train_Cutoff,0.7500
train_Acc,1.0000
train_MCC,1.0000
train_Sen,1.0000
train_Spe,1.0000
train_PPV,1.0000
train_NPV,1.0000
train_Youden Index,1.0000
train_AUC,1.0000
train_95% CIs,[1.0000-1.0000]
train_Std,0.0000
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.9139
test_Cutoff,0.5500
test_Acc,0.8909
test_MCC,0.7588
test_Sen,0.8421
test_Spe,0.9167
test_PPV,0.8421
test_NPV,0.9167
test_Youden Index,0.7588
test_AUC,0.9430
test_95% CIs,[0.8862-0.9998]
test_Std,0.0290
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.7200
cv_train_Acc,1.0000
cv_train_MCC,1.0000
cv_train_Sen,1.0000
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,1.0000
cv_train_Youden Index,1.0000
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7945
cv_val_Cutoff,0.3850
cv_val_Acc,0.8268
cv_val_MCC,0.6179
cv_val_Sen,0.7674
cv_val_Spe,0.8571
cv_val_PPV,0.7333
cv_val_NPV,0.8780
cv_val_Youden Index,0.6246
cv_val_AUC,0.8667
cv_val_95% CIs,[0.7993-0.9341]
cv_val_Std,0.0344
