,weight
PCA_feature_1,0.16668959179823262
PCA_feature_2,0.5559882204185257
PCA_feature_3,0.26277987996349467
PCA_feature_4,0.5149488476094953
PCA_feature_5,0.8623620532919638
PCA_feature_6,0.8779473518280778
PCA_feature_7,1.1345049329621677
PCA_feature_8,0.7472810305088727
PCA_feature_9,0.4575184757590164
PCA_feature_10,0.6535498520885334
PCA_feature_11,0.7550035667941597
PCA_feature_12,0.49438230436491837
PCA_feature_13,1.1137667123454564
PCA_feature_14,1.816767798629434
PCA_feature_15,0.2925653890304172
PCA_feature_16,0.9782224151327058
PCA_feature_17,0.8651626653777759
PCA_feature_18,0.3512941087474775
PCA_feature_19,0.33285033274916803
PCA_feature_20,0.4024727164039511
PCA_feature_21,0.6417089993697147
PCA_feature_22,0.4357339168101518
PCA_feature_23,0.4909828784170659
PCA_feature_24,0.48636125206641545
PCA_feature_25,0.1529529277232389
PCA_feature_26,0.5661762618692842
PCA_feature_27,0.2197775506852336
PCA_feature_28,0.5006492056252886
PCA_feature_29,0.22811171697438645
PCA_feature_30,0.24889583119368835
PCA_feature_31,0.5846054527941734
PCA_feature_32,0.357460108241525
PCA_feature_33,-0.2661171174503981
PCA_feature_34,0.8701417359598653
PCA_feature_35,0.4857818117013339
PCA_feature_36,0.9300503509252395
PCA_feature_37,0.40385156496602587
PCA_feature_38,-0.09286743308244279
PCA_feature_39,0.23422127627121955
PCA_feature_40,0.482776974594019
PCA_feature_41,0.21808695000401224
PCA_feature_42,0.5609303182371027
PCA_feature_43,-0.1747755319984679
PCA_feature_44,0.17035641974752486
PCA_feature_45,0.31654235523541496
PCA_feature_46,-0.07690855912962155
PCA_feature_47,0.7252027827850933
PCA_feature_48,0.39835677885837617
PCA_feature_49,-0.027238639328767245
PCA_feature_50,0.23689437548586234
PCA_feature_51,0.7677580922418974
PCA_feature_52,0.43179856267153877
PCA_feature_53,0.3464685065357385
PCA_feature_54,0.18761579913141455
PCA_feature_55,0.5431448967230332
PCA_feature_56,-0.32457821363352635
PCA_feature_57,0.33424328407562925
PCA_feature_58,0.6080320530027541
PCA_feature_59,0.2862840795792703
PCA_feature_60,-0.09341985457719942
PCA_feature_61,0.1830653068654075
PCA_feature_62,0.03684604691443503
PCA_feature_63,-0.06582001035210641
PCA_feature_64,-0.489058454653614
PCA_feature_65,-0.11593334496520537
PCA_feature_66,0.5576781282113485
PCA_feature_67,0.8099788025212239
PCA_feature_68,0.17937061470622415
PCA_feature_69,-0.14893097042517317
PCA_feature_70,-0.07128403432439555
PCA_feature_71,-0.20229416785146415
PCA_feature_72,0.2509555448928512
PCA_feature_73,0.26545467877372947
PCA_feature_74,0.9033668997864498
PCA_feature_75,-0.19211182610715496
PCA_feature_76,0.4698063032278182
PCA_feature_77,0.16040212434607515
PCA_feature_78,-0.04484070358908382
PCA_feature_79,0.2006668823575326
PCA_feature_80,0.7384535961582542
PCA_feature_81,0.44616084133714135
PCA_feature_82,-0.2758622501329575
PCA_feature_83,0.7695358412205211
PCA_feature_84,0.2691769505865224
PCA_feature_85,0.26143190293815627
PCA_feature_86,0.1326135778383728
PCA_feature_87,0.15446375292576262
PCA_feature_88,-0.3417991609744515
PCA_feature_89,1.056713920055734
PCA_feature_90,-0.09560874180235465
PCA_feature_91,-0.13880448269519438
PCA_feature_92,0.2309559114287568
PCA_feature_93,-0.8825401737841139
PCA_feature_94,-0.4966079545563185
PCA_feature_95,-0.5074146279756975
PCA_feature_96,0.22479893395626427
PCA_feature_97,0.10420923239424526
PCA_feature_98,0.17656268742237805
PCA_feature_99,-0.4018775968966759
PCA_feature_100,-0.5626484512637062
PCA_feature_101,0.6748287303887952
PCA_feature_102,-0.31390875606427643
PCA_feature_103,-0.030984998613761937
PCA_feature_104,-0.49170236127866124
PCA_feature_105,-0.08773524533442996
PCA_feature_106,0.15481198600134138
PCA_feature_107,1.600389227284413
PCA_feature_108,1.067258123812394
PCA_feature_109,0.033480965130759155
PCA_feature_110,1.5862521551964788
PCA_feature_111,0.20725422495672807
PCA_feature_112,3.103238534910131
PCA_feature_113,-0.5150411940577279
PCA_feature_114,2.9166199799691928
PCA_feature_115,-0.09636647050497968
PCA_feature_116,0.35843215219794833
PCA_feature_117,0.5097005907023411
PCA_feature_118,0.40862380901821427
PCA_feature_119,0.39215787196198226
PCA_feature_120,-0.29636992620382135
PCA_feature_121,0.7494662312535729
PCA_feature_122,0.3446335817974788
PCA_feature_123,0.3581493728138126
PCA_feature_124,0.4388193813240583
PCA_feature_125,0.3306215656450323
PCA_feature_126,0.09936430540485813
PCA_feature_127,0.585321412021429
PCA_feature_128,0.14541346653826753
PCA_feature_129,0.7798731058845743
PCA_feature_130,0.6481577138033096
PCA_feature_131,0.7018450170182207
PCA_feature_132,1.126103640270663
PCA_feature_133,0.2683063619706414
PCA_feature_134,0.5518738693401304
PCA_feature_135,0.41609364739991117
PCA_feature_136,0.5044999776399639
PCA_feature_137,0.4367975639569709
PCA_feature_138,0.6262346115162454
PCA_feature_139,0.3091285122473094
PCA_feature_140,0.47893461738814985
PCA_feature_141,0.7185761738587767
PCA_feature_142,0.6241378772251689
PCA_feature_143,0.5983223665278029
PCA_feature_144,0.3010788864174313
PCA_feature_145,0.4264478422116968
PCA_feature_146,0.3866735954477664
PCA_feature_147,0.3797764856059319
PCA_feature_148,0.08259037674522818
PCA_feature_149,0.14518872560144197
PCA_feature_150,0.6354137244108077
PCA_feature_151,0.4508532523924742
PCA_feature_152,0.7101062326095654
PCA_feature_153,0.2503521618120285
PCA_feature_154,0.6004783964399326
PCA_feature_155,0.5420791711076669
PCA_feature_156,0.3350970581035149
PCA_feature_157,0.6190619808852993
PCA_feature_158,0.8052818367670055
PCA_feature_159,0.6854816150705123
PCA_feature_160,0.5528958993485624
PCA_feature_161,0.48415510018503244
PCA_feature_162,0.3052261619074702
PCA_feature_163,0.665301555193932
PCA_feature_164,0.3783110947298076
PCA_feature_165,0.41422666673500325
PCA_feature_166,0.4889335633702831
