,Coef
PCA_feature_2,-1.0389156716498051
PCA_feature_13,-2.55203242787471
PCA_feature_14,-2.6136496865710073
PCA_feature_129,-257213601646020.38
PCA_feature_136,-211004605256067.84
PCA_feature_137,1842025466992063.0
PCA_feature_138,-2467300365325506.5
PCA_feature_146,-1815198037519864.0
PCA_feature_148,-3369494809399332.5
PCA_feature_149,-2929576792611959.5
PCA_feature_150,-9801139464752768.0
PCA_feature_161,2269775942961794.5
PCA_feature_163,-1787416697744331.5
PCA_feature_164,-778066501386845.9
PCA_feature_165,1240888428863113.0
PCA_feature_167,-51252075440346.25
