,Coef
PCA_feature_2,-0.09488263139080023
PCA_feature_3,0.1358470630952203
PCA_feature_10,-0.24523485550227525
PCA_feature_11,0.22984549212686714
PCA_feature_27,0.1786690260014421
PCA_feature_127,1.874372293073247e-16
PCA_feature_129,1.0748174083752611e-16
PCA_feature_131,-1.4577682558066222e-16
PCA_feature_132,2.065180407014985e-16
PCA_feature_133,3.2756623937355875e-17
PCA_feature_138,-1.0020570673766394e-16
PCA_feature_139,-2.702285076858079e-17
PCA_feature_140,1.8897920854722102e-17
PCA_feature_154,3.586523981922688e-17
PCA_feature_167,8.063169219687393e-18
