,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8954
balance_train_Cutoff,0.5482
balance_train_Acc,0.8810
balance_train_MCC,0.7698
balance_train_Sen,0.9524
balance_train_Spe,0.8095
balance_train_PPV,0.8333
balance_train_NPV,0.9444
balance_train_Youden Index,0.7619
balance_train_AUC,0.9039
balance_train_95% CIs,[0.8545-0.9533]
balance_train_Std,0.0252
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8410
train_Cutoff,0.5482
train_Acc,0.8583
train_MCC,0.7260
train_Sen,0.9535
train_Spe,0.8095
train_PPV,0.7193
train_NPV,0.9714
train_Youden Index,0.7630
train_AUC,0.9109
train_95% CIs,[0.8543-0.9674]
train_Std,0.0288
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7315
test_Cutoff,0.6016
test_Acc,0.8727
test_MCC,0.7486
test_Sen,0.9474
test_Spe,0.8333
test_PPV,0.7500
test_NPV,0.9677
test_Youden Index,0.7807
test_AUC,0.9137
test_95% CIs,[0.8367-0.9908]
test_Std,0.0393
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9048
cv_train_Cutoff,0.4742
cv_train_Acc,0.8571
cv_train_MCC,0.7194
cv_train_Sen,0.9167
cv_train_Spe,0.7976
cv_train_PPV,0.8191
cv_train_NPV,0.9054
cv_train_Youden Index,0.7143
cv_train_AUC,0.9161
cv_train_95% CIs,[0.8940-0.9382]
cv_train_Std,0.0113
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7853
cv_val_Cutoff,0.5238
cv_val_Acc,0.8189
cv_val_MCC,0.6090
cv_val_Sen,0.7907
cv_val_Spe,0.8333
cv_val_PPV,0.7083
cv_val_NPV,0.8861
cv_val_Youden Index,0.6240
cv_val_AUC,0.8657
cv_val_95% CIs,[0.7937-0.9377]
cv_val_Std,0.0367
