,Coef
PCA_feature_3,0.537035969434918
PCA_feature_11,-0.7021108049080003
PCA_feature_13,-0.577026893010528
PCA_feature_14,-0.8830033226378597
PCA_feature_24,-1.3334521259224286
PCA_feature_29,-1.1553873472920337
PCA_feature_33,-0.21525827218665364
PCA_feature_53,-1.7164535349950876
PCA_feature_60,-1.7391471192654007
PCA_feature_127,2.9620786604633012e-15
PCA_feature_129,7.474806644822994e-15
PCA_feature_142,4.540035921265183e-15
PCA_feature_160,-6.3995077978114294e-15
PCA_feature_162,1.579049294375228e-14
